,Station,Easting,Northing,Elevation,Alignment_Station_int
2835,209+028,2614687.3785,1266442.3556,263.063,209028.0
2837,209+031,2614687.0855,1266439.3699,263.208,209031.0
2839,209+034,2614686.788,1266436.3847,263.354,209034.0
2841,209+035.976,2614686.5895,1266434.4187,263.45,209035.976
2843,209+037,2614686.4858,1266433.4,263.499,209037.0
2845,209+040,2614686.1788,1266430.4157,263.643,209040.0
2847,209+043,2614685.8667,1266427.432,263.786,209043.0
2849,209+046,2614685.5495,1266424.4488,263.926,209046.0
2851,209+049,2614685.227,1266421.4662,264.065,209049.0
2853,209+052,2614684.8989,1266418.4842,264.202,209052.0
2855,209+055,2614684.5651,1266415.5028,264.337,209055.0
2857,209+058,2614684.2256,1266412.5221,264.47,209058.0
2859,209+061,2614683.88,1266409.5421,264.602,209061.0
2861,209+064,2614683.5282,1266406.5628,264.732,209064.0
2863,209+067,2614683.1701,1266403.5842,264.86,209067.0
2865,209+070,2614682.8055,1266400.6065,264.986,209070.0
2867,209+073,2614682.4342,1266397.6295,265.111,209073.0
2869,209+076,2614682.0561,1266394.6535,265.233,209076.0
2871,209+079,2614681.6709,1266391.6783,265.354,209079.0
2873,209+082,2614681.2786,1266388.7041,265.473,209082.0
2875,209+083.898,2614681.0266,1266386.8228,265.548,209083.898
2877,209+085,2614680.879,1266385.7309,265.591,209085.0
2879,209+088,2614680.4719,1266382.7587,265.707,209088.0
2881,209+091,2614680.0574,1266379.7874,265.82,209091.0
2883,209+094,2614679.6355,1266376.8173,265.933,209094.0
2885,209+097,2614679.2062,1266373.8482,266.043,209097.0
2887,209+100,2614678.7694,1266370.8801,266.152,209100.0
2889,209+103,2614678.3252,1266367.9132,266.258,209103.0
2891,209+106,2614677.8735,1266364.9474,266.363,209106.0
2893,209+109,2614677.4145,1266361.9827,266.467,209109.0
2895,209+112,2614676.948,1266359.0192,266.568,209112.0
2897,209+115,2614676.4741,1266356.0569,266.668,209115.0
2899,209+118,2614675.9928,1266353.0957,266.766,209118.0
2901,209+121,2614675.5042,1266350.1358,266.862,209121.0
2903,209+124,2614675.0081,1266347.1771,266.956,209124.0
2905,209+127,2614674.5046,1266344.2196,267.049,209127.0
2907,209+130,2614673.9937,1266341.2635,267.14,209130.0
2909,209+133,2614673.4754,1266338.3086,267.229,209133.0
2911,209+136,2614672.9497,1266335.355,267.316,209136.0
2913,209+139,2614672.4166,1266332.4027,267.402,209139.0
2915,209+142,2614671.8762,1266329.4518,267.486,209142.0
2917,209+145,2614671.3283,1266326.5023,267.568,209145.0
2919,209+148,2614670.7731,1266323.5541,267.648,209148.0
2921,209+151,2614670.2106,1266320.6073,267.726,209151.0
2923,209+154,2614669.6406,1266317.662,267.803,209154.0
2925,209+157,2614669.0633,1266314.718,267.878,209157.0
2927,209+160,2614668.4786,1266311.7756,267.951,209160.0
2929,209+163,2614667.8865,1266308.8346,268.023,209163.0
2931,209+166,2614667.2871,1266305.8951,268.092,209166.0
2933,209+169,2614666.6804,1266302.957,268.16,209169.0
2935,209+172,2614666.0663,1266300.0206,268.226,209172.0
2937,209+175,2614665.4449,1266297.0856,268.29,209175.0
2939,209+178,2614664.8161,1266294.1523,268.353,209178.0
2941,209+181,2614664.1799,1266291.2205,268.414,209181.0
2943,209+184,2614663.5365,1266288.2903,268.473,209184.0
2945,209+187,2614662.8857,1266285.3618,268.53,209187.0
2947,209+190,2614662.2276,1266282.4348,268.585,209190.0
2949,209+193,2614661.5622,1266279.5096,268.639,209193.0
2951,209+196,2614660.8894,1266276.586,268.691,209196.0
2953,209+199,2614660.2094,1266273.6641,268.741,209199.0
2955,209+202,2614659.522,1266270.7439,268.789,209202.0
2957,209+205,2614658.8273,1266267.8254,268.836,209205.0
2959,209+208,2614658.1254,1266264.9087,268.881,209208.0
2961,209+211,2614657.4161,1266261.9937,268.924,209211.0
2963,209+214,2614656.6996,1266259.0806,268.965,209214.0
2965,209+217,2614655.9757,1266256.1692,269.005,209217.0
2967,209+220,2614655.2446,1266253.2597,269.042,209220.0
2969,209+223,2614654.5062,1266250.352,269.078,209223.0
2971,209+226,2614653.7605,1266247.4461,269.112,209226.0
2973,209+229,2614653.0076,1266244.5421,269.145,209229.0
2975,209+232,2614652.2474,1266241.64,269.176,209232.0
2977,209+235,2614651.48,1266238.7399,269.204,209235.0
2979,209+238,2614650.7052,1266235.8416,269.232,209238.0
2981,209+241,2614649.9233,1266232.9453,269.257,209241.0
2983,209+244,2614649.1341,1266230.051,269.28,209244.0
2985,209+247,2614648.3376,1266227.1586,269.302,209247.0
2987,209+250,2614647.534,1266224.2683,269.322,209250.0
2989,209+250.686,2614647.3492,1266223.6078,269.327,209250.686
2991,209+253,2614646.7232,1266221.3802,269.34,209253.0
2993,209+256,2614645.9052,1266218.4939,269.357,209256.0
2995,209+259,2614645.0802,1266215.6096,269.372,209259.0
2997,209+262,2614644.2484,1266212.7272,269.385,209262.0
2999,209+265,2614643.4099,1266209.8468,269.396,209265.0
3001,209+268,2614642.5649,1266206.9682,269.405,209268.0
3003,209+269.274,2614642.2041,1266205.7464,269.409,209269.274
3005,209+269.379,2614642.1743,1266205.6457,269.409,209269.379
3007,209+271,2614641.7135,1266204.0916,269.413,209271.0
3009,209+274,2614640.8558,1266201.2168,269.42,209274.0
3011,209+277,2614639.992,1266198.3438,269.427,209277.0
3013,209+280,2614639.1223,1266195.4727,269.434,209280.0
3015,209+283,2614638.2468,1266192.6033,269.44,209283.0
3017,209+286,2614637.3655,1266189.7356,269.446,209286.0
3019,209+289,2614636.4788,1266186.8697,269.451,209289.0
3021,209+292,2614635.5866,1266184.0054,269.456,209292.0
3023,209+295,2614634.6892,1266181.1428,269.46,209295.0
3025,209+298,2614633.7867,1266178.2818,269.464,209298.0
3027,209+301,2614632.8792,1266175.4223,269.468,209301.0
3029,209+304,2614631.9669,1266172.5644,269.471,209304.0
3031,209+307,2614631.0499,1266169.708,269.474,209307.0
3033,209+310,2614630.1284,1266166.853,269.477,209310.0
3035,209+313,2614629.2025,1266163.9995,269.479,209313.0
3037,209+316,2614628.2723,1266161.1473,269.481,209316.0
3039,209+319,2614627.3379,1266158.2965,269.482,209319.0
3041,209+322,2614626.3996,1266155.447,269.483,209322.0
3043,209+325,2614625.4575,1266152.5988,269.483,209325.0
3045,209+328,2614624.5116,1266149.7518,269.483,209328.0
3047,209+331,2614623.5622,1266146.906,269.483,209331.0
3049,209+334,2614622.6094,1266144.0614,269.482,209334.0
3051,209+337,2614621.6533,1266141.2178,269.481,209337.0
3053,209+340,2614620.6941,1266138.3753,269.48,209340.0
3055,209+343,2614619.7318,1266135.5338,269.478,209343.0
3057,209+346,2614618.7667,1266132.6933,269.475,209346.0
3059,209+349,2614617.7988,1266129.8537,269.473,209349.0
3061,209+352,2614616.8284,1266127.015,269.469,209352.0
3063,209+355,2614615.8555,1266124.1771,269.466,209355.0
3065,209+358,2614614.8803,1266121.34,269.462,209358.0
3067,209+361,2614613.9029,1266118.5037,269.458,209361.0
3069,209+364,2614612.9235,1266115.6681,269.453,209364.0
3071,209+367,2614611.9422,1266112.8331,269.448,209367.0
3073,209+370,2614610.9592,1266109.9988,269.442,209370.0
3075,209+373,2614609.9745,1266107.165,269.436,209373.0
3077,209+376,2614608.9883,1266104.3317,269.43,209376.0
3079,209+379,2614608.0008,1266101.4989,269.423,209379.0
3081,209+382,2614607.0121,1266098.6665,269.416,209382.0
3083,209+385,2614606.0223,1266095.8345,269.408,209385.0
3085,209+388,2614605.0316,1266093.0028,269.4,209388.0
3087,209+391,2614604.0401,1266090.1714,269.392,209391.0
3089,209+394,2614603.0479,1266087.3402,269.383,209394.0
3091,209+397,2614602.0552,1266084.5092,269.374,209397.0
3093,209+400,2614601.0621,1266081.6783,269.364,209400.0
3095,209+403,2614600.0688,1266078.8475,269.354,209403.0
3097,209+405.359,2614599.2877,1266076.6217,269.346,209405.359
3099,209+406,2614599.0754,1266076.0168,269.344,209406.0
3101,209+409,2614598.0819,1266073.1861,269.333,209409.0
3103,209+409.595,2614597.8848,1266072.6244,269.331,209409.595
3105,209+412,2614597.0885,1266070.3553,269.322,209412.0
3107,209+415,2614596.0951,1266067.5246,269.31,209415.0
3109,209+418,2614595.1016,1266064.6938,269.298,209418.0
3111,209+421,2614594.1082,1266061.8631,269.286,209421.0
3113,209+424,2614593.1147,1266059.0324,269.273,209424.0
3115,209+427,2614592.1213,1266056.2016,269.26,209427.0
3117,209+430,2614591.1278,1266053.3709,269.246,209430.0
3119,209+433,2614590.1344,1266050.5402,269.232,209433.0
3121,209+436,2614589.141,1266047.7094,269.218,209436.0
3123,209+439,2614588.1475,1266044.8787,269.203,209439.0
3125,209+442,2614587.1541,1266042.0479,269.188,209442.0
3127,209+445,2614586.1606,1266039.2172,269.172,209445.0
3129,209+448,2614585.1672,1266036.3865,269.156,209448.0
3131,209+451,2614584.1738,1266033.5557,269.14,209451.0
3133,209+454,2614583.1803,1266030.725,269.123,209454.0
3135,209+457,2614582.1869,1266027.8943,269.106,209457.0
3137,209+460,2614581.1934,1266025.0635,269.088,209460.0
3139,209+463,2614580.2,1266022.2328,269.07,209463.0
3141,209+466,2614579.2066,1266019.402,269.051,209466.0
3143,209+469,2614578.2131,1266016.5713,269.033,209469.0
3145,209+472,2614577.2197,1266013.7406,269.013,209472.0
3147,209+475,2614576.2262,1266010.9098,268.994,209475.0
3149,209+478,2614575.2328,1266008.0791,268.974,209478.0
3151,209+481,2614574.2394,1266005.2484,268.953,209481.0
3153,209+484,2614573.2459,1266002.4176,268.932,209484.0
3155,209+487,2614572.2525,1265999.5869,268.911,209487.0
3157,209+490,2614571.259,1265996.7561,268.889,209490.0
3159,209+493,2614570.2656,1265993.9254,268.867,209493.0
3161,209+496,2614569.2722,1265991.0947,268.845,209496.0
3163,209+499,2614568.2787,1265988.2639,268.822,209499.0
3165,209+502,2614567.2853,1265985.4332,268.798,209502.0
3167,209+505,2614566.2918,1265982.6025,268.775,209505.0
3169,209+508,2614565.2984,1265979.7717,268.751,209508.0
3171,209+511,2614564.305,1265976.941,268.726,209511.0
3173,209+514,2614563.3115,1265974.1102,268.701,209514.0
3175,209+517,2614562.3181,1265971.2795,268.676,209517.0
3177,209+520,2614561.3246,1265968.4488,268.65,209520.0
3179,209+523,2614560.3312,1265965.618,268.624,209523.0
3181,209+526,2614559.3377,1265962.7873,268.598,209526.0
3183,209+528.128,2614558.633,1265960.7791,268.579,209528.128
3185,209+528.128,2614558.633,1265960.7791,268.525,209528.128
0,205+490,2612478.30235,1268942.80599,248.992390483,205490.0
1,205+520,2612493.20335,1268916.76829,247.491390483,205520.0
