"Point","Type","Station","Northing","Easting","Elevation"
"108+366","PC","108+366","1267060.1181","2614505.5844","229.623"
"","","","","",""
"108+369","PC","108+369","1267057.7699","2614507.4516","229.773"
"","","","","",""
"108+372","PC","108+372","1267055.4149","2614509.3100","229.923"
"","","","","",""
"108+375","PC","108+375","1267053.0530","2614511.1597","230.073"
"","","","","",""
"108+378","PC","108+378","1267050.6843","2614513.0007","230.223"
"","","","","",""
"108+381","PC","108+381","1267048.3088","2614514.8329","230.373"
"","","","","",""
"108+384","PC","108+384","1267045.9265","2614516.6562","230.523"
"","","","","",""
"108+387","PC","108+387","1267043.5374","2614518.4707","230.673"
"","","","","",""
"108+390","PC","108+390","1267041.1417","2614520.2764","230.823"
"","","","","",""
"108+393","PC","108+393","1267038.7393","2614522.0732","230.973"
"","","","","",""
"108+396","PC","108+396","1267036.3302","2614523.8610","231.123"
"","","","","",""
"108+399","PC","108+399","1267033.9146","2614525.6400","231.273"
"","","","","",""
"108+402","PC","108+402","1267031.4924","2614527.4100","231.423"
"","","","","",""
"108+405","PC","108+405","1267029.0636","2614529.1709","231.573"
"","","","","",""
"108+408","PC","108+408","1267026.6283","2614530.9229","231.723"
"","","","","",""
"108+411","PC","108+411","1267024.1866","2614532.6659","231.873"
"","","","","",""
"108+414","PC","108+414","1267021.7384","2614534.3998","232.023"
"","","","","",""
"108+417","PC","108+417","1267019.2838","2614536.1246","232.173"
"","","","","",""
"108+420","PC","108+420","1267016.8229","2614537.8403","232.323"
"","","","","",""
"108+423","PC","108+423","1267014.3556","2614539.5469","232.473"
"","","","","",""
"108+426","PC","108+426","1267011.8820","2614541.2443","232.623"
"","","","","",""
"108+429","PC","108+429","1267009.4021","2614542.9326","232.773"
"","","","","",""
"108+432","PC","108+432","1267006.9160","2614544.6117","232.923"
"","","","","",""
"108+435","PC","108+435","1267004.4237","2614546.2815","233.073"
"","","","","",""
"108+438","PC","108+438","1267001.9252","2614547.9421","233.223"
"","","","","",""
"108+441","PC","108+441","1266999.4206","2614549.5935","233.373"
"","","","","",""
"108+444","PC","108+444","1266996.9099","2614551.2355","233.523"
"","","","","",""
"108+447","PC","108+447","1266994.3931","2614552.8683","233.673"
"","","","","",""
"108+450","PC","108+450","1266991.8703","2614554.4917","233.823"
"","","","","",""
"108+453","PC","108+453","1266989.3415","2614556.1057","233.973"
"","","","","",""
"108+456","PC","108+456","1266986.8068","2614557.7104","234.123"
"","","","","",""
"108+459","PC","108+459","1266984.2661","2614559.3057","234.273"
"","","","","",""
"108+462","PC","108+462","1266981.7195","2614560.8916","234.423"
"","","","","",""
"108+465","PC","108+465","1266979.1671","2614562.4680","234.573"
"","","","","",""
"108+468","PC","108+468","1266976.6088","2614564.0349","234.723"
"","","","","",""
"108+471","PC","108+471","1266974.0448","2614565.5924","234.873"
"","","","","",""
"108+474","PC","108+474","1266971.4750","2614567.1404","235.023"
"","","","","",""
"108+477","PC","108+477","1266968.8995","2614568.6788","235.173"
"","","","","",""
"108+480","PC","108+480","1266966.3183","2614570.2077","235.323"
"","","","","",""
"108+483","PC","108+483","1266963.7315","2614571.7270","235.473"
"","","","","",""
"108+486","PC","108+486","1266961.1391","2614573.2367","235.623"
"","","","","",""
"108+489","PC","108+489","1266958.5411","2614574.7368","235.773"
"","","","","",""
"108+492","PC","108+492","1266955.9375","2614576.2273","235.923"
"","","","","",""
"108+495","PC","108+495","1266953.3285","2614577.7081","236.073"
"","","","","",""
"108+498","PC","108+498","1266950.7139","2614579.1793","236.223"
"","","","","",""
"108+501","PC","108+501","1266948.0940","2614580.6407","236.373"
"","","","","",""
"108+504","PC","108+504","1266945.4686","2614582.0925","236.523"
"","","","","",""
"108+507","PC","108+507","1266942.8379","2614583.5345","236.673"
"","","","","",""
"108+510","PC","108+510","1266940.2019","2614584.9668","236.823"
"","","","","",""
"108+513","PC","108+513","1266937.5606","2614586.3892","236.973"
"","","","","",""
"108+516","PC","108+516","1266934.9140","2614587.8019","237.123"
"","","","","",""
"108+519","PC","108+519","1266932.2623","2614589.2048","237.273"
"","","","","",""
"108+522","PC","108+522","1266929.6053","2614590.5979","237.423"
"","","","","",""
"108+525","PC","108+525","1266926.9432","2614591.9811","237.573"
"","","","","",""
"108+528","PC","108+528","1266924.2760","2614593.3544","237.723"
"","","","","",""
"108+531","PC","108+531","1266921.6037","2614594.7178","237.873"
"","","","","",""
"108+534","PC","108+534","1266918.9264","2614596.0714","238.023"
"","","","","",""
"108+537","PC","108+537","1266916.2442","2614597.4150","238.173"
"","","","","",""
"108+540","PC","108+540","1266913.5569","2614598.7486","238.323"
"","","","","",""
"108+543","PC","108+543","1266910.8647","2614600.0724","238.473"
"","","","","",""
"108+546","PC","108+546","1266908.1677","2614601.3861","238.623"
"","","","","",""
"108+549","PC","108+549","1266905.4658","2614602.6898","238.773"
"","","","","",""
"108+552","PC","108+552","1266902.7591","2614603.9835","238.923"
"","","","","",""
"108+555","PC","108+555","1266900.0476","2614605.2672","239.073"
"","","","","",""
"108+558","PC","108+558","1266897.3313","2614606.5408","239.223"
"","","","","",""
"108+561","PC","108+561","1266894.6104","2614607.8044","239.373"
"","","","","",""
"108+564","PC","108+564","1266891.8848","2614609.0578","239.523"
"","","","","",""
"108+567","PC","108+567","1266889.1546","2614610.3012","239.673"
"","","","","",""
"108+570","PC","108+570","1266886.4198","2614611.5345","239.823"
"","","","","",""
"108+573","PC","108+573","1266883.6805","2614612.7576","239.973"
"","","","","",""
"108+576","PC","108+576","1266880.9366","2614613.9705","240.123"
"","","","","",""
"108+579","PC","108+579","1266878.1883","2614615.1733","240.273"
"","","","","",""
"108+582","PC","108+582","1266875.4356","2614616.3659","240.423"
"","","","","",""
"108+585","PC","108+585","1266872.6784","2614617.5483","240.573"
"","","","","",""
"108+588","PC","108+588","1266869.9169","2614618.7205","240.723"
"","","","","",""
"108+591","PC","108+591","1266867.1510","2614619.8824","240.873"
"","","","","",""
"108+594","PC","108+594","1266864.3809","2614621.0341","241.023"
"","","","","",""
"108+597","PC","108+597","1266861.6065","2614622.1755","241.173"
"","","","","",""
"108+600","PC","108+600","1266858.8280","2614623.3067","241.323"
"","","","","",""
"108+603","PC","108+603","1266856.0452","2614624.4275","241.473"
"","","","","",""
"108+606","PC","108+606","1266853.2583","2614625.5380","241.623"
"","","","","",""
"108+609","PC","108+609","1266850.4673","2614626.6382","241.773"
"","","","","",""
"108+612","PC","108+612","1266847.6723","2614627.7281","241.923"
"","","","","",""
"108+615","PC","108+615","1266844.8732","2614628.8076","242.073"
"","","","","",""
"108+618","PC","108+618","1266842.0702","2614629.8767","242.223"
"","","","","",""
"108+621","PC","108+621","1266839.2632","2614630.9354","242.373"
"","","","","",""
"108+624","PC","108+624","1266836.4524","2614631.9837","242.523"
"","","","","",""
"108+627","PC","108+627","1266833.6376","2614633.0216","242.673"
"","","","","",""
"108+630","PC","108+630","1266830.8191","2614634.0491","242.823"
"","","","","",""
"108+633","PC","108+633","1266827.9967","2614635.0661","242.973"
"","","","","",""
"108+636","PC","108+636","1266825.1706","2614636.0727","243.123"
"","","","","",""
"108+639","PC","108+639","1266822.3408","2614637.0688","243.273"
"","","","","",""
"108+642","PC","108+642","1266819.5074","2614638.0544","243.423"
"","","","","",""
"108+645","PC","108+645","1266816.6703","2614639.0295","243.573"
"","","","","",""
"108+648","PC","108+648","1266813.8296","2614639.9941","243.723"
"","","","","",""
"108+651","PC","108+651","1266810.9853","2614640.9482","243.873"
"","","","","",""
"108+654","PC","108+654","1266808.1375","2614641.8917","244.023"
"","","","","",""
"108+657","PC","108+657","1266805.2863","2614642.8246","244.173"
"","","","","",""
"108+660","PC","108+660","1266802.4316","2614643.7470","244.323"
"","","","","",""
"108+663","PC","108+663","1266799.5736","2614644.6589","244.473"
"","","","","",""
"108+666","PC","108+666","1266796.7121","2614645.5601","244.623"
"","","","","",""
"108+669","PC","108+669","1266793.8474","2614646.4507","244.773"
"","","","","",""
"108+672","PC","108+672","1266790.9794","2614647.3307","244.923"
"","","","","",""
"108+675","PC","108+675","1266788.1081","2614648.2001","245.073"
"","","","","",""
"108+678","PC","108+678","1266785.2336","2614649.0589","245.223"
"","","","","",""
"108+681","PC","108+681","1266782.3560","2614649.9069","245.373"
"","","","","",""
"108+684","PC","108+684","1266779.4753","2614650.7444","245.523"
"","","","","",""
"108+687","PC","108+687","1266776.5914","2614651.5711","245.673"
"","","","","",""
"108+690","PC","108+690","1266773.7046","2614652.3872","245.823"
"","","","","",""
"108+693","PC","108+693","1266770.8147","2614653.1926","245.973"
"","","","","",""
"108+696","PC","108+696","1266767.9218","2614653.9872","246.123"
"","","","","",""
"108+699","PC","108+699","1266765.0261","2614654.7712","246.273"
"","","","","",""
"108+702","PC","108+702","1266762.1274","2614655.5444","246.423"
"","","","","",""
"108+705","PC","108+705","1266759.2259","2614656.3068","246.573"
"","","","","",""
"108+708","PC","108+708","1266756.3217","2614657.0585","246.723"
"","","","","",""
"108+711","PC","108+711","1266753.4146","2614657.7995","246.873"
"","","","","",""
"108+714","PC","108+714","1266750.5048","2614658.5297","247.023"
"","","","","",""
"108+717","PC","108+717","1266747.5924","2614659.2491","247.173"
"","","","","",""
"108+720","PC","108+720","1266744.6772","2614659.9577","247.323"
"","","","","",""
"108+723","PC","108+723","1266741.7595","2614660.6555","247.473"
"","","","","",""
"108+726","PC","108+726","1266738.8393","2614661.3425","247.623"
"","","","","",""
"108+729","PC","108+729","1266735.9164","2614662.0187","247.773"
"","","","","",""
"108+732","PC","108+732","1266732.9912","2614662.6840","247.923"
"","","","","",""
"108+735","PC","108+735","1266730.0634","2614663.3385","248.073"
"","","","","",""
"108+738","PC","108+738","1266727.1333","2614663.9822","248.223"
"","","","","",""
"108+741","PC","108+741","1266724.2008","2614664.6150","248.373"
"","","","","",""
"108+744","PC","108+744","1266721.2660","2614665.2369","248.523"
"","","","","",""
"108+747","PC","108+747","1266718.3289","2614665.8480","248.673"
"","","","","",""
"108+750","PC","108+750","1266715.3895","2614666.4481","248.823"
"","","","","",""
"108+753","PC","108+753","1266712.4480","2614667.0374","248.973"
"","","","","",""
"108+756","PC","108+756","1266709.5042","2614667.6158","249.123"
"","","","","",""
"108+759","PC","108+759","1266706.5584","2614668.1833","249.273"
"","","","","",""
"108+762","PC","108+762","1266703.6105","2614668.7399","249.423"
"","","","","",""
"108+765","PC","108+765","1266700.6605","2614669.2855","249.573"
"","","","","",""
"108+768","PC","108+768","1266697.7086","2614669.8202","249.723"
"","","","","",""
"108+771","PC","108+771","1266694.7547","2614670.3440","249.873"
"","","","","",""
"108+774","PC","108+774","1266691.7988","2614670.8569","250.023"
"","","","","",""
"108+777","PC","108+777","1266688.8411","2614671.3588","250.173"
"","","","","",""
"108+780","PC","108+780","1266685.8815","2614671.8497","250.323"
"","","","","",""
"108+783","PC","108+783","1266682.9202","2614672.3296","250.473"
"","","","","",""
"108+786","PC","108+786","1266679.9571","2614672.7986","250.623"
"","","","","",""
"108+789","PC","108+789","1266676.9922","2614673.2567","250.773"
"","","","","",""
"108+792","PC","108+792","1266674.0257","2614673.7037","250.923"
"","","","","",""
"108+795","PC","108+795","1266671.0576","2614674.1397","251.073"
"","","","","",""
"108+798","PC","108+798","1266668.0879","2614674.5648","251.223"
"","","","","",""
"108+801","PC","108+801","1266665.1166","2614674.9788","251.373"
"","","","","",""
"108+804","PC","108+804","1266662.1438","2614675.3818","251.523"
"","","","","",""
"108+807","PC","108+807","1266659.1695","2614675.7739","251.673"
"","","","","",""
"108+810","PC","108+810","1266656.1938","2614676.1549","251.823"
"","","","","",""
"108+813","PC","108+813","1266653.2167","2614676.5248","251.973"
"","","","","",""
"108+816","PC","108+816","1266650.2382","2614676.8838","252.123"
"","","","","",""
"108+819","PC","108+819","1266647.2585","2614677.2317","252.273"
"","","","","",""
"108+822","PC","108+822","1266644.2775","2614677.5686","252.423"
"","","","","",""
"108+825","PC","108+825","1266641.2952","2614677.8944","252.573"
"","","","","",""
"108+828","PC","108+828","1266638.3118","2614678.2092","252.723"
"","","","","",""
"108+831","PC","108+831","1266635.3272","2614678.5130","252.873"
"","","","","",""
"108+834","PC","108+834","1266632.3415","2614678.8056","253.023"
"","","","","",""
"108+837","PC","108+837","1266629.3548","2614679.0873","253.173"
"","","","","",""
"108+840","PC","108+840","1266626.3670","2614679.3578","253.323"
"","","","","",""
"108+843","PC","108+843","1266623.3782","2614679.6173","253.473"
"","","","","",""
"108+846","PC","108+846","1266620.3885","2614679.8657","253.623"
"","","","","",""
"108+849","PC","108+849","1266617.3979","2614680.1031","253.773"
"","","","","",""
"108+852","PC","108+852","1266614.4065","2614680.3293","253.923"
"","","","","",""
"108+855","PC","108+855","1266611.4142","2614680.5445","254.073"
"","","","","",""
"108+858","PC","108+858","1266608.4212","2614680.7486","254.223"
"","","","","",""
"108+861","PC","108+861","1266605.4274","2614680.9416","254.373"
"","","","","",""
"108+864","PC","108+864","1266602.4329","2614681.1235","254.523"
"","","","","",""
"108+867","PC","108+867","1266599.4378","2614681.2944","254.673"
"","","","","",""
"108+870","PC","108+870","1266596.4420","2614681.4541","254.823"
"","","","","",""
"108+873","PC","108+873","1266593.4457","2614681.6028","254.973"
"","","","","",""
"108+876","PC","108+876","1266590.4489","2614681.7403","255.123"
"","","","","",""
"108+879","PC","108+879","1266587.4515","2614681.8667","255.273"
"","","","","",""
"108+882","PC","108+882","1266584.4538","2614681.9821","255.423"
"","","","","",""
"108+885","PC","108+885","1266581.4556","2614682.0863","255.573"
"","","","","",""
"108+888","PC","108+888","1266578.4570","2614682.1794","255.723"
"","","","","",""
"108+891","PC","108+891","1266575.4581","2614682.2615","255.873"
"","","","","",""
"108+894","PC","108+894","1266572.4590","2614682.3324","256.023"
"","","","","",""
"108+897","PC","108+897","1266569.4596","2614682.3922","256.173"
"","","","","",""
"108+900","PC","108+900","1266566.4600","2614682.4409","256.323"
"","","","","",""
"108+903","PC","108+903","1266563.4602","2614682.4785","256.473"
"","","","","",""
"108+906","PC","108+906","1266560.4603","2614682.5050","256.623"
"","","","","",""
"108+909","PC","108+909","1266557.4604","2614682.5203","256.773"
"","","","","",""
"108+912","PC","108+912","1266554.4604","2614682.5246","256.923"
"","","","","",""
"108+915","PC","108+915","1266551.4604","2614682.5177","257.073"
"","","","","",""
"108+918","PC","108+918","1266548.4605","2614682.4998","257.223"
"","","","","",""
"W127","CS","108+920.061","1266546.4000","2614682.4810","257.326"
"","","","","",""
"108+921","SP","108+921","1266545.4603","2614682.4707","257.373"
"","","","","",""
"108+924","SP","108+924","1266542.4606","2614682.4307","257.523"
"","","","","",""
"108+927","SP","108+927","1266539.4610","2614682.3800","257.673"
"","","","","",""
"108+930","SP","108+930","1266536.4617","2614682.3190","257.823"
"","","","","",""
"108+933","SP","108+933","1266533.4625","2614682.2481","257.973"
"","","","","",""
"108+936","SP","108+936","1266530.4636","2614682.1677","258.123"
"","","","","",""
"108+939","SP","108+939","1266527.4649","2614682.0780","258.273"
"","","","","",""
"108+942","SP","108+942","1266524.4665","2614681.9795","258.423"
"","","","","",""
"108+945","SP","108+945","1266521.4684","2614681.8725","258.573"
"","","","","",""
"108+948","SP","108+948","1266518.4707","2614681.7573","258.723"
"","","","","",""
"108+951","SP","108+951","1266515.4732","2614681.6344","258.873"
"","","","","",""
"108+954","SP","108+954","1266512.4760","2614681.5040","259.023"
"","","","","",""
"108+957","SP","108+957","1266509.4792","2614681.3666","259.173"
"","","","","",""
"108+960","SP","108+960","1266506.4826","2614681.2225","259.323"
"","","","","",""
"108+963","SP","108+963","1266503.4864","2614681.0720","259.473"
"","","","","",""
"108+966","SP","108+966","1266500.4905","2614680.9156","259.623"
"","","","","",""
"108+969","SP","108+969","1266497.4949","2614680.7534","259.773"
"","","","","",""
"108+972","SP","108+972","1266494.4995","2614680.5861","259.923"
"","","","","",""
"108+975","SP","108+975","1266491.5045","2614680.4138","260.073"
"","","","","",""
"W128","SC","108+975.613","1266490.8930","2614680.3780","260.104"
"","","","","",""
"108+978","PC","108+978","1266488.5097","2614680.2369","260.223"
"","","","","",""
"108+981","PC","108+981","1266485.5152","2614680.0555","260.373"
"","","","","",""
"108+984","PC","108+984","1266482.5210","2614679.8696","260.523"
"","","","","",""
"108+987","PC","108+987","1266479.5270","2614679.6792","260.673"
"","","","","",""
"BC5:9","BC","108+990","1266476.5333","2614679.4843","260.823"
"","","","","",""
"108+993","PC","108+993","1266473.5400","2614679.2850","260.972"
"","","","","",""
"108+996","PC","108+996","1266470.5469","2614679.0811","261.119"
"","","","","",""
"108+999","PC","108+999","1266467.5542","2614678.8728","261.264"
"","","","","",""
"109+002","PC","109+002","1266464.5617","2614678.6600","261.408"
"","","","","",""
"109+005","PC","109+005","1266461.5696","2614678.4427","261.550"
"","","","","",""
"109+008","PC","109+008","1266458.5778","2614678.2209","261.691"
"","","","","",""
"109+011","PC","109+011","1266455.5864","2614677.9946","261.830"
"","","","","",""
"109+014","PC","109+014","1266452.5952","2614677.7638","261.967"
"","","","","",""
"109+017","PC","109+017","1266449.6045","2614677.5285","262.102"
"","","","","",""
"109+020","PC","109+020","1266446.6141","2614677.2888","262.236"
"","","","","",""
"109+023","PC","109+023","1266443.6240","2614677.0446","262.369"
"","","","","",""
"109+026","PC","109+026","1266440.6344","2614676.7958","262.499"
"","","","","",""
"W129","CS","109+028.478","1266438.1650","2614676.5870","262.606"
"","","","","",""
"109+029","SP","109+029","1266437.6451","2614676.5426","262.628"
"","","","","",""
"109+032","SP","109+032","1266434.6562","2614676.2849","262.756"
"","","","","",""
"109+035","SP","109+035","1266431.6677","2614676.0225","262.882"
"","","","","",""
"109+038","SP","109+038","1266428.6796","2614675.7553","263.006"
"","","","","",""
"109+041","SP","109+041","1266425.6919","2614675.4832","263.128"
"","","","","",""
"109+044","SP","109+044","1266422.7048","2614675.2061","263.249"
"","","","","",""
"109+047","SP","109+047","1266419.7181","2614674.9239","263.369"
"","","","","",""
"109+050","SP","109+050","1266416.7319","2614674.6363","263.486"
"","","","","",""
"109+053","SP","109+053","1266413.7462","2614674.3433","263.602"
"","","","","",""
"109+056","SP","109+056","1266410.7611","2614674.0447","263.716"
"","","","","",""
"109+059","SP","109+059","1266407.7766","2614673.7405","263.829"
"","","","","",""
"109+062","SP","109+062","1266404.7927","2614673.4304","263.940"
"","","","","",""
"109+065","SP","109+065","1266401.8094","2614673.1144","264.050"
"","","","","",""
"109+068","SP","109+068","1266398.8267","2614672.7922","264.158"
"","","","","",""
"109+071","SP","109+071","1266395.8447","2614672.4639","264.264"
"","","","","",""
"109+074","SP","109+074","1266392.8635","2614672.1292","264.368"
"","","","","",""
"109+077","SP","109+077","1266389.8829","2614671.7880","264.471"
"","","","","",""
"109+080","SP","109+080","1266386.9032","2614671.4402","264.572"
"","","","","",""
"W130","SC","109+082.997","1266383.9270","2614671.0860","264.672"
"","","","","",""
"109+085.997","PC","109+085.997","1266380.9488","2614670.7246","264.770"
"","","","","",""
"109+088.997","PC","109+088.997","1266377.9715","2614670.3564","264.866"
"","","","","",""
"109+091.997","PC","109+091.997","1266374.9951","2614669.9813","264.961"
"","","","","",""
"109+094.997","PC","109+094.997","1266372.0195","2614669.5994","265.054"
"","","","","",""
"109+097.997","PC","109+097.997","1266369.0448","2614669.2105","265.146"
"","","","","",""
"109+100.997","PC","109+100.997","1266366.0710","2614668.8148","265.236"
"","","","","",""
"109+103.997","PC","109+103.997","1266363.0981","2614668.4123","265.324"
"","","","","",""
"109+106.997","PC","109+106.997","1266360.1262","2614668.0029","265.410"
"","","","","",""
"109+109.997","PC","109+109.997","1266357.1552","2614667.5866","265.495"
"","","","","",""
"109+112.997","PC","109+112.997","1266354.1852","2614667.1635","265.579"
"","","","","",""
"109+115.997","PC","109+115.997","1266351.2162","2614666.7335","265.660"
"","","","","",""
"109+118.997","PC","109+118.997","1266348.2482","2614666.2966","265.740"
"","","","","",""
"109+121.997","PC","109+121.997","1266345.2812","2614665.8530","265.819"
"","","","","",""
"109+124.997","PC","109+124.997","1266342.3152","2614665.4024","265.896"
"","","","","",""
"109+127.997","PC","109+127.997","1266339.3502","2614664.9451","265.971"
"","","","","",""
"109+130.997","PC","109+130.997","1266336.3864","2614664.4809","266.044"
"","","","","",""
"109+133.997","PC","109+133.997","1266333.4236","2614664.0098","266.116"
"","","","","",""
"109+136.997","PC","109+136.997","1266330.4619","2614663.5319","266.186"
"","","","","",""
"109+139.997","PC","109+139.997","1266327.5013","2614663.0472","266.255"
"","","","","",""
"109+142.997","PC","109+142.997","1266324.5419","2614662.5557","266.305"
"","","","","",""
"109+145.997","PC","109+145.997","1266321.5836","2614662.0573","266.371"
"","","","","",""
"109+148.997","PC","109+148.997","1266318.6264","2614661.5521","266.434"
"","","","","",""
"109+151.997","PC","109+151.997","1266315.6704","2614661.0401","266.497"
"","","","","",""
"109+154.997","PC","109+154.997","1266312.7156","2614660.5212","266.557"
"","","","","",""
"109+157.997","PC","109+157.997","1266309.7620","2614659.9956","266.616"
"","","","","",""
"109+160.997","PC","109+160.997","1266306.8097","2614659.4631","266.673"
"","","","","",""
"109+163.997","PC","109+163.997","1266303.8585","2614658.9238","266.728"
"","","","","",""
"109+166.997","PC","109+166.997","1266300.9087","2614658.3777","266.782"
"","","","","",""
"109+169.997","PC","109+169.997","1266297.9601","2614657.8248","266.835"
"","","","","",""
"109+172.997","PC","109+172.997","1266295.0127","2614657.2651","266.885"
"","","","","",""
"109+175.997","PC","109+175.997","1266292.0667","2614656.6986","266.934"
"","","","","",""
"109+178.997","PC","109+178.997","1266289.1220","2614656.1253","266.982"
"","","","","",""
"109+181.997","PC","109+181.997","1266286.1786","2614655.5452","267.027"
"","","","","",""
"109+184.997","PC","109+184.997","1266283.2366","2614654.9583","267.071"
"","","","","",""
"109+187.997","PC","109+187.997","1266280.2959","2614654.3646","267.114"
"","","","","",""
"109+190.997","PC","109+190.997","1266277.3566","2614653.7641","267.155"
"","","","","",""
"109+193.997","PC","109+193.997","1266274.4187","2614653.1569","267.194"
"","","","","",""
"109+196.997","PC","109+196.997","1266271.4822","2614652.5429","267.231"
"","","","","",""
"109+199.997","PC","109+199.997","1266268.5472","2614651.9221","267.267"
"","","","","",""
"109+202.997","PC","109+202.997","1266265.6135","2614651.2945","267.302"
"","","","","",""
"109+205.997","PC","109+205.997","1266262.6814","2614650.6602","267.334"
"","","","","",""
"109+208.997","PC","109+208.997","1266259.7507","2614650.0191","267.365"
"","","","","",""
"109+211.997","PC","109+211.997","1266256.8215","2614649.3712","267.395"
"","","","","",""
"109+214.997","PC","109+214.997","1266253.8938","2614648.7166","267.423"
"","","","","",""
"109+217.997","PC","109+217.997","1266250.9676","2614648.0552","267.449"
"","","","","",""
"109+220.997","PC","109+220.997","1266248.0429","2614647.3871","267.473"
"","","","","",""
"109+223.997","PC","109+223.997","1266245.1198","2614646.7122","267.496"
"","","","","",""
"109+226.997","PC","109+226.997","1266242.1983","2614646.0306","267.517"
"","","","","",""
"109+229.997","PC","109+229.997","1266239.2783","2614645.3423","267.537"
"","","","","",""
"109+232.997","PC","109+232.997","1266236.3599","2614644.6472","267.555"
"","","","","",""
"109+235.997","PC","109+235.997","1266233.4432","2614643.9454","267.571"
"","","","","",""
"109+238.997","PC","109+238.997","1266230.5281","2614643.2368","267.586"
"","","","","",""
"109+241.997","PC","109+241.997","1266227.6146","2614642.5215","267.599"
"","","","","",""
"109+244.997","PC","109+244.997","1266224.7028","2614641.7995","267.610"
"","","","","",""
"109+247.997","PC","109+247.997","1266221.7926","2614641.0708","267.620"
"","","","","",""
"109+250.997","PC","109+250.997","1266218.8842","2614640.3354","267.628"
"","","","","",""
"109+253.997","PC","109+253.997","1266215.9774","2614639.5932","267.635"
"","","","","",""
"109+256.997","PC","109+256.997","1266213.0724","2614638.8444","267.640"
"","","","","",""
"109+259.997","PC","109+259.997","1266210.1691","2614638.0888","267.643"
"","","","","",""
"109+262.997","PC","109+262.997","1266207.2675","2614637.3266","267.644"
"","","","","",""
"109+265.997","PC","109+265.997","1266204.3677","2614636.5576","267.644"
"","","","","",""
"109+268.997","PC","109+268.997","1266201.4697","2614635.7820","267.643"
"","","","","",""
"109+271.997","PC","109+271.997","1266198.5735","2614634.9997","267.639"
"","","","","",""
"109+274.997","PC","109+274.997","1266195.6792","2614634.2107","267.634"
"","","","","",""
"109+277.997","PC","109+277.997","1266192.7866","2614633.4150","267.628"
"","","","","",""
"109+280.997","PC","109+280.997","1266189.8959","2614632.6127","267.620"
"","","","","",""
"109+283.997","PC","109+283.997","1266187.0070","2614631.8036","267.610"
"","","","","",""
"109+286.997","PC","109+286.997","1266184.1200","2614630.9880","267.598"
"","","","","",""
"109+289.997","PC","109+289.997","1266181.2350","2614630.1656","267.585"
"","","","","",""
"EC5:5","EC","109+292.997","1266178.3518","2614629.3366","267.571"
"","","","","",""
"W131","CS","109+294.948","1266176.4780","2614628.7940","267.561"
"","","","","",""
"109+296","SP","109+296","1266175.4681","2614628.5003","267.556"
"","","","","",""
"109+299","SP","109+299","1266172.5888","2614627.6580","267.541"
"","","","","",""
"109+302","SP","109+302","1266169.7113","2614626.8093","267.526"
"","","","","",""
"109+305","SP","109+305","1266166.8357","2614625.9542","267.511"
"","","","","",""
"109+308","SP","109+308","1266163.9620","2614625.0930","267.496"
"","","","","",""
"109+311","SP","109+311","1266161.0901","2614624.2257","267.481"
"","","","","",""
"109+314","SP","109+314","1266158.2200","2614623.3526","267.466"
"","","","","",""
"109+317","SP","109+317","1266155.3516","2614622.4737","267.451"
"","","","","",""
"109+320","SP","109+320","1266152.4850","2614621.5892","267.436"
"","","","","",""
"109+323","SP","109+323","1266149.6200","2614620.6992","267.421"
"","","","","",""
"109+326","SP","109+326","1266146.7568","2614619.8038","267.406"
"","","","","",""
"109+329","SP","109+329","1266143.8951","2614618.9033","267.391"
"","","","","",""
"109+332","SP","109+332","1266141.0351","2614617.9977","267.376"
"","","","","",""
"109+335","SP","109+335","1266138.1766","2614617.0872","267.361"
"","","","","",""
"109+338","SP","109+338","1266135.3196","2614616.1719","267.346"
"","","","","",""
"109+341","SP","109+341","1266132.4641","2614615.2520","267.331"
"","","","","",""
"109+344","SP","109+344","1266129.6101","2614614.3276","267.316"
"","","","","",""
"109+347","SP","109+347","1266126.7575","2614613.3988","267.301"
"","","","","",""
"109+350","SP","109+350","1266123.9063","2614612.4658","267.286"
"","","","","",""
"109+353","SP","109+353","1266121.0564","2614611.5286","267.271"
"","","","","",""
"109+356","SP","109+356","1266118.2078","2614610.5876","267.256"
"","","","","",""
"109+359","SP","109+359","1266115.3605","2614609.6427","267.241"
"","","","","",""
"109+362","SP","109+362","1266112.5144","2614608.6941","267.226"
"","","","","",""
"109+365","SP","109+365","1266109.6695","2614607.7420","267.211"
"","","","","",""
"109+368","SP","109+368","1266106.8257","2614606.7865","267.196"
"","","","","",""
"109+371","SP","109+371","1266103.9831","2614605.8278","267.181"
"","","","","",""
"109+374","SP","109+374","1266101.1415","2614604.8658","267.166"
"","","","","",""
"109+377","SP","109+377","1266098.3009","2614603.9009","267.151"
"","","","","",""
"109+380","SP","109+380","1266095.4613","2614602.9332","267.136"
"","","","","",""
"109+383","SP","109+383","1266092.6226","2614601.9627","267.121"
"","","","","",""
"109+386","SP","109+386","1266089.7848","2614600.9896","267.106"
"","","","","",""
"109+389","SP","109+389","1266086.9478","2614600.0141","267.091"
"","","","","",""
"109+392","SP","109+392","1266084.1116","2614599.0362","267.076"
"","","","","",""
"109+395","SP","109+395","1266081.2762","2614598.0562","267.061"
"","","","","",""
"109+398","SP","109+398","1266078.4415","2614597.0742","267.046"
"","","","","",""
"109+401","SP","109+401","1266075.6075","2614596.0902","267.031"
"","","","","",""
"109+404","SP","109+404","1266072.7741","2614595.1044","267.016"
"","","","","",""
