,A. Point Coordinates x,B. Point Coordinates y,C. Normal Vector x,D. Normal Vector y,E. Settlement [mm],F. Tangentenneigung,G. DC_Beta,H. DC_Settlement,I. DamageClass,z_0
24,2612437.824,1269009.5106,2612423.9372,1269017.45772,-3.75590125113,-0.00123274145581,DC1,DC1,DC1,10.7337
25,2612437.824,1269009.5106,2612424.80512,1269016.96103,-5.45773822916,-0.00170183697803,DC1,DC1,DC1,10.7337
26,2612437.824,1269009.5106,2612425.67305,1269016.46433,-7.74177178009,-0.00228403355093,DC2,DC1,DC2,10.7337
27,2612437.824,1269009.5106,2612426.54097,1269015.96764,-10.7200584725,-0.00297828669238,DC2,DC2,DC2,10.7337
28,2612437.824,1269009.5106,2612427.4089,1269015.47094,-14.4904899676,-0.00377043149516,DC2,DC2,DC2,10.7337
29,2612437.824,1269009.5106,2612428.27682,1269014.97425,-19.1204501923,-0.00462996022472,DC3,DC2,DC3,10.7337
30,2612437.824,1269009.5106,2612429.14475,1269014.47755,-24.6287450614,-0.00550829486904,DC3,DC2,DC3,10.7337
31,2612437.824,1269009.5106,2612430.01267,1269013.98086,-30.9681726589,-0.00633942759749,DC3,DC3,DC3,10.7337
32,2612437.824,1269009.5106,2612430.8806,1269013.48416,-38.0117621206,-0.00704358946176,DC3,DC3,DC3,10.7337
33,2612437.824,1269009.5106,2612431.74852,1269012.98747,-45.5459277159,-0.00753416559526,DC3,DC3,DC3,10.7337
34,2612437.824,1269009.5106,2612432.61645,1269012.49077,-53.2733771786,-0.00772744946267,DC3,DC3,DC3,10.7337
35,2612437.824,1269009.5106,2612433.48437,1269011.99408,-60.8275090797,-0.00755413190113,DC3,DC3,DC3,10.7337
36,2612437.824,1269009.5106,2612434.3523,1269011.49738,-67.7983246283,-0.00697081554863,DC3,DC3,DC3,10.7337
37,2612437.824,1269009.5106,2612435.22022,1269011.00069,-73.7678317835,-0.00596950715519,DC3,DC3,DC3,10.7337
38,2612437.824,1269009.5106,2612436.08815,1269010.50399,-78.350938329,-0.00458310654546,DC3,DC3,DC3,10.7337
39,2612437.824,1269009.5106,2612436.95607,1269010.0073,-81.2363705471,-0.00288543221814,DC2,DC3,DC3,10.7337
40,2612437.824,1269009.5106,2612437.824,1269009.5106,-82.2216046992,-0.000985234152066,DC1,DC3,DC3,10.7337
41,2612437.824,1269009.5106,2612438.69193,1269009.0139,-81.2363705471,0.000985234152066,DC1,DC3,DC3,10.7337
42,2612437.824,1269009.5106,2612439.55985,1269008.51721,-78.350938329,0.00288543221814,DC2,DC3,DC3,10.7337
43,2612437.824,1269009.5106,2612440.42778,1269008.02051,-73.7678317835,0.00458310654546,DC3,DC3,DC3,10.7337
44,2612437.824,1269009.5106,2612441.2957,1269007.52382,-67.7983246283,0.00596950715519,DC3,DC3,DC3,10.7337
45,2612437.824,1269009.5106,2612442.16363,1269007.02712,-60.8275090797,0.00697081554863,DC3,DC3,DC3,10.7337
46,2612437.824,1269009.5106,2612443.03155,1269006.53043,-53.2733771786,0.00755413190113,DC3,DC3,DC3,10.7337
47,2612437.824,1269009.5106,2612443.89948,1269006.03373,-45.5459277159,0.00772744946267,DC3,DC3,DC3,10.7337
48,2612437.824,1269009.5106,2612444.7674,1269005.53704,-38.0117621206,0.00753416559526,DC3,DC3,DC3,10.7337
49,2612437.824,1269009.5106,2612445.63533,1269005.04034,-30.9681726589,0.00704358946176,DC3,DC3,DC3,10.7337
50,2612437.824,1269009.5106,2612446.50325,1269004.54365,-24.6287450614,0.00633942759749,DC3,DC2,DC3,10.7337
51,2612437.824,1269009.5106,2612447.37118,1269004.04695,-19.1204501923,0.00550829486904,DC3,DC2,DC3,10.7337
52,2612437.824,1269009.5106,2612448.2391,1269003.55026,-14.4904899676,0.00462996022472,DC3,DC2,DC3,10.7337
53,2612437.824,1269009.5106,2612449.10703,1269003.05356,-10.7200584725,0.00377043149516,DC2,DC2,DC2,10.7337
54,2612437.824,1269009.5106,2612449.97495,1269002.55687,-7.74177178009,0.00297828669238,DC2,DC1,DC2,10.7337
55,2612437.824,1269009.5106,2612450.84288,1269002.06017,-5.45773822916,0.00228403355093,DC2,DC1,DC2,10.7337
56,2612437.824,1269009.5106,2612451.7108,1269001.56348,-3.75590125113,0.00170183697803,DC1,DC1,DC1,10.7337
57,2612437.824,1269009.5106,2612452.57873,1269001.06678,-2.52315979532,0.00123274145581,DC1,DC1,DC1,10.7337
58,2612437.824,1269009.5106,2612453.44665,1269000.57009,-1.65464363502,0.000868516160299,DC1,DC1,DC1,10.7337
59,2612437.824,1269009.5106,2612454.31458,1269000.07339,-1.05923742501,0.000595406210002,DC1,DC1,DC1,10.7337
60,2612437.824,1269009.5106,2612455.1825,1268999.5767,-0.661928815401,0.000397308609613,DC1,DC1,DC1,10.7337
61,2612437.824,1269009.5106,2612456.05043,1268999.08,-0.403792626919,0.000258136188482,DC1,DC1,DC1,10.7337
62,2612437.824,1269009.5106,2612456.91835,1268998.5833,-0.240455440937,0.000163337185982,DC1,DC1,DC1,10.7337
63,2612437.824,1269009.5106,2612457.78628,1268998.08661,-0.13977836597,0.000100677074967,DC1,DC1,DC1,10.7337
64,2612437.824,1269009.5106,2612458.6542,1268997.58991,-0.0793184897523,6.04598762173e-05,DC1,DC1,DC1,10.7337
65,2612437.824,1269009.5106,2612459.52213,1268997.09322,-0.0439377729735,3.53807167788e-05,DC1,DC1,DC1,10.7337
66,2612437.824,1269009.5106,2612460.39005,1268996.59652,-0.0237591429882,2.01786299854e-05,DC1,DC1,DC1,10.7337
67,2612437.824,1269009.5106,2612461.25798,1268996.09983,-0.0125415908543,1.12175521339e-05,DC1,DC1,DC1,10.7337
68,2612437.824,1269009.5106,2612462.1259,1268995.60313,-0.00646254548413,6.07904537013e-06,DC1,DC1,DC1,10.7337
69,2612437.824,1269009.5106,2612462.99383,1268995.10644,-0.00325075113995,3.21179434418e-06,DC1,DC1,DC1,10.7337
70,2612437.824,1269009.5106,2612463.86175,1268994.60974,-0.0015962207827,1.65453035725e-06,DC1,DC1,DC1,10.7337
71,2612437.824,1269009.5106,2612464.72968,1268994.11305,-0.000765123119613,8.31097663087e-07,DC1,DC1,DC1,10.7337
72,2612437.824,1269009.5106,2612465.5976,1268993.61635,-0.000358013015843,4.0711010377e-07,DC1,DC1,DC1,10.7337
73,2612437.824,1269009.5106,2612466.46553,1268993.11966,-0.000163529245738,1.94483770105e-07,DC1,DC1,DC1,10.7337
74,2612437.824,1269009.5106,2612467.33345,1268992.62296,-7.29157215644e-05,9.06135241734e-08,DC1,DC1,DC1,10.7337
75,2612437.824,1269009.5106,2612468.20138,1268992.12627,-3.17377437131e-05,4.11779778513e-08,DC1,DC1,DC1,10.7337
76,2612437.824,1269009.5106,2612469.0693,1268991.62957,-1.34852824273e-05,1.82524612857e-08,DC1,DC1,DC1,10.7337
77,2612437.824,1269009.5106,2612469.93723,1268991.13288,-5.59336513258e-06,7.89191729474e-09,DC1,DC1,DC1,10.7337
78,2612437.824,1269009.5106,2612470.80515,1268990.63618,-2.26472472685e-06,3.32864040573e-09,DC1,DC1,DC1,10.7337
79,2612437.824,1269009.5106,2612471.67308,1268990.13949,-8.95131415931e-07,1.36959331092e-09,DC1,DC1,DC1,10.7337
0,2612439.3141,1269006.9068,2612404.59652,1269026.77361,-5.7751823506e-07,0.0,DC1,DC1,DC1,10.8837
1,2612439.3141,1269006.9068,2612405.46446,1269026.27694,-1.45828778396e-06,-8.80769548902e-10,DC1,DC1,DC1,10.8837
2,2612439.3141,1269006.9068,2612406.3324,1269025.78026,-3.59696765458e-06,-2.13867987061e-09,DC1,DC1,DC1,10.8837
3,2612439.3141,1269006.9068,2612407.20034,1269025.28359,-8.66653680669e-06,-5.06956915212e-09,DC1,DC1,DC1,10.8837
4,2612439.3141,1269006.9068,2612408.06828,1269024.78692,-2.03971926457e-05,-1.1730655839e-08,DC1,DC1,DC1,10.8837
5,2612439.3141,1269006.9068,2612408.93622,1269024.29025,-4.68933185682e-05,-2.64961259224e-08,DC1,DC1,DC1,10.8837
6,2612439.3141,1269006.9068,2612409.80416,1269023.79358,-0.000105309438519,-5.84161199511e-08,DC1,DC1,DC1,10.8837
7,2612439.3141,1269006.9068,2612410.6721,1269023.29691,-0.00023101457709,-1.25705138571e-07,DC1,DC1,DC1,10.8837
8,2612439.3141,1269006.9068,2612411.54004,1269022.80024,-0.000495025112432,-2.64010535342e-07,DC1,DC1,DC1,10.8837
9,2612439.3141,1269006.9068,2612412.40798,1269022.30357,-0.00103616957477,-5.41144462339e-07,DC1,DC1,DC1,10.8837
10,2612439.3141,1269006.9068,2612413.27592,1269021.8069,-0.00211860600658,-1.08243643181e-06,DC1,DC1,DC1,10.8837
11,2612439.3141,1269006.9068,2612414.14386,1269021.31023,-0.00423141207635,-2.11280606977e-06,DC1,DC1,DC1,10.8837
12,2612439.3141,1269006.9068,2612415.0118,1269020.81356,-0.00825536351611,-4.02395143975e-06,DC1,DC1,DC1,10.8837
13,2612439.3141,1269006.9068,2612415.87974,1269020.31689,-0.0157326847651,-7.47732124898e-06,DC1,DC1,DC1,10.8837
14,2612439.3141,1269006.9068,2612416.74768,1269019.82022,-0.0292876980557,-1.35550132906e-05,DC1,DC1,DC1,10.8837
15,2612439.3141,1269006.9068,2612417.61562,1269019.32355,-0.0532578211338,-2.39701230781e-05,DC1,DC1,DC1,10.8837
16,2612439.3141,1269006.9068,2612418.48355,1269018.82688,-0.0946013446821,-4.13435235483e-05,DC1,DC1,DC1,10.8837
17,2612439.3141,1269006.9068,2612419.35149,1269018.33021,-0.164144744777,-6.95434000945e-05,DC1,DC1,DC1,10.8837
18,2612439.3141,1269006.9068,2612420.21943,1269017.83354,-0.278209794208,-0.000114065049432,DC1,DC1,DC1,10.8837
19,2612439.3141,1269006.9068,2612421.08737,1269017.33687,-0.460610257894,-0.000182400463686,DC1,DC1,DC1,10.8837
20,2612439.3141,1269006.9068,2612421.95531,1269016.8402,-0.744921578241,-0.000284311320346,DC1,DC1,DC1,10.8837
21,2612439.3141,1269006.9068,2612422.82325,1269016.34353,-1.17680163321,-0.000431880054965,DC1,DC1,DC1,10.8837
22,2612439.3141,1269006.9068,2612423.69119,1269015.84686,-1.81598279143,-0.000639181158224,DC1,DC1,DC1,10.8837
23,2612439.3141,1269006.9068,2612424.55913,1269015.35019,-2.73738544441,-0.000921402652982,DC1,DC1,DC1,10.8837
24,2612439.3141,1269006.9068,2612425.42707,1269014.85352,-4.03065788052,-0.00129327243611,DC1,DC1,DC1,10.8837
25,2612439.3141,1269006.9068,2612426.29501,1269014.35685,-5.79737881461,-0.00176672093409,DC1,DC1,DC1,10.8837
26,2612439.3141,1269006.9068,2612427.16295,1269013.86018,-8.1452267666,-0.00234784795199,DC2,DC1,DC2,10.8837
27,2612439.3141,1269006.9068,2612428.03089,1269013.36351,-11.1786778044,-0.00303345103783,DC2,DC2,DC2,10.8837
28,2612439.3141,1269006.9068,2612428.89883,1269012.86684,-14.986266685,-0.00380758888053,DC2,DC2,DC2,10.8837
29,2612439.3141,1269006.9068,2612429.76677,1269012.37017,-19.6251160284,-0.00463884934348,DC3,DC2,DC3,10.8837
30,2612439.3141,1269006.9068,2612430.63471,1269011.8735,-25.1042220708,-0.00547910604237,DC3,DC2,DC3,10.8837
31,2612439.3141,1269006.9068,2612431.50265,1269011.37683,-31.3687390566,-0.00626451698583,DC3,DC3,DC3,10.8837
32,2612439.3141,1269006.9068,2612432.37058,1269010.88016,-38.2880381152,-0.00691929905857,DC3,DC3,DC3,10.8837
33,2612439.3141,1269006.9068,2612433.23852,1269010.38349,-45.650435422,-0.00736239730676,DC3,DC3,DC3,10.8837
34,2612439.3141,1269006.9068,2612434.10646,1269009.88682,-53.167041378,-0.00751660595605,DC3,DC3,DC3,10.8837
35,2612439.3141,1269006.9068,2612434.9744,1269009.39015,-60.4861331748,-0.00731909179676,DC3,DC3,DC3,10.8837
36,2612439.3141,1269006.9068,2612435.84234,1269008.89348,-67.2178949656,-0.00673176179082,DC3,DC3,DC3,10.8837
37,2612439.3141,1269006.9068,2612436.71028,1269008.39681,-72.9675480389,-0.0057496530733,DC3,DC3,DC3,10.8837
38,2612439.3141,1269006.9068,2612437.57822,1269007.90014,-77.3731639204,-0.00440561588146,DC3,DC3,DC3,10.8837
39,2612439.3141,1269006.9068,2612438.44616,1269007.40347,-80.143207236,-0.00277004331566,DC2,DC3,DC3,10.8837
40,2612439.3141,1269006.9068,2612439.3141,1269006.9068,-81.0884201475,-0.000945212911499,DC1,DC3,DC3,10.8837
41,2612439.3141,1269006.9068,2612440.18204,1269006.41013,-80.143207236,0.000945212911499,DC1,DC3,DC3,10.8837
42,2612439.3141,1269006.9068,2612441.04998,1269005.91346,-77.3731639204,0.00277004331566,DC2,DC3,DC3,10.8837
43,2612439.3141,1269006.9068,2612441.91792,1269005.41679,-72.9675480389,0.00440561588146,DC3,DC3,DC3,10.8837
44,2612439.3141,1269006.9068,2612442.78586,1269004.92012,-67.2178949656,0.0057496530733,DC3,DC3,DC3,10.8837
45,2612439.3141,1269006.9068,2612443.6538,1269004.42345,-60.4861331748,0.00673176179082,DC3,DC3,DC3,10.8837
46,2612439.3141,1269006.9068,2612444.52174,1269003.92678,-53.167041378,0.00731909179676,DC3,DC3,DC3,10.8837
47,2612439.3141,1269006.9068,2612445.38968,1269003.43011,-45.650435422,0.00751660595605,DC3,DC3,DC3,10.8837
48,2612439.3141,1269006.9068,2612446.25762,1269002.93344,-38.2880381152,0.00736239730676,DC3,DC3,DC3,10.8837
49,2612439.3141,1269006.9068,2612447.12555,1269002.43677,-31.3687390566,0.00691929905857,DC3,DC3,DC3,10.8837
50,2612439.3141,1269006.9068,2612447.99349,1269001.9401,-25.1042220708,0.00626451698583,DC3,DC2,DC3,10.8837
51,2612439.3141,1269006.9068,2612448.86143,1269001.44343,-19.6251160284,0.00547910604237,DC3,DC2,DC3,10.8837
52,2612439.3141,1269006.9068,2612449.72937,1269000.94676,-14.986266685,0.00463884934348,DC3,DC2,DC3,10.8837
53,2612439.3141,1269006.9068,2612450.59731,1269000.45009,-11.1786778044,0.00380758888053,DC2,DC2,DC2,10.8837
54,2612439.3141,1269006.9068,2612451.46525,1268999.95342,-8.1452267666,0.00303345103783,DC2,DC1,DC2,10.8837
55,2612439.3141,1269006.9068,2612452.33319,1268999.45675,-5.79737881461,0.00234784795199,DC2,DC1,DC2,10.8837
56,2612439.3141,1269006.9068,2612453.20113,1268998.96008,-4.03065788052,0.00176672093409,DC1,DC1,DC1,10.8837
57,2612439.3141,1269006.9068,2612454.06907,1268998.46341,-2.73738544441,0.00129327243611,DC1,DC1,DC1,10.8837
58,2612439.3141,1269006.9068,2612454.93701,1268997.96674,-1.81598279143,0.000921402652982,DC1,DC1,DC1,10.8837
59,2612439.3141,1269006.9068,2612455.80495,1268997.47007,-1.17680163321,0.000639181158224,DC1,DC1,DC1,10.8837
60,2612439.3141,1269006.9068,2612456.67289,1268996.9734,-0.744921578241,0.000431880054965,DC1,DC1,DC1,10.8837
61,2612439.3141,1269006.9068,2612457.54083,1268996.47673,-0.460610257894,0.000284311320346,DC1,DC1,DC1,10.8837
62,2612439.3141,1269006.9068,2612458.40877,1268995.98006,-0.278209794208,0.000182400463686,DC1,DC1,DC1,10.8837
63,2612439.3141,1269006.9068,2612459.27671,1268995.48339,-0.164144744777,0.000114065049432,DC1,DC1,DC1,10.8837
64,2612439.3141,1269006.9068,2612460.14465,1268994.98672,-0.0946013446821,6.95434000945e-05,DC1,DC1,DC1,10.8837
65,2612439.3141,1269006.9068,2612461.01258,1268994.49005,-0.0532578211338,4.13435235483e-05,DC1,DC1,DC1,10.8837
66,2612439.3141,1269006.9068,2612461.88052,1268993.99338,-0.0292876980557,2.39701230781e-05,DC1,DC1,DC1,10.8837
67,2612439.3141,1269006.9068,2612462.74846,1268993.49671,-0.0157326847651,1.35550132906e-05,DC1,DC1,DC1,10.8837
68,2612439.3141,1269006.9068,2612463.6164,1268993.00004,-0.00825536351611,7.47732124898e-06,DC1,DC1,DC1,10.8837
69,2612439.3141,1269006.9068,2612464.48434,1268992.50337,-0.00423141207635,4.02395143975e-06,DC1,DC1,DC1,10.8837
70,2612439.3141,1269006.9068,2612465.35228,1268992.0067,-0.00211860600658,2.11280606977e-06,DC1,DC1,DC1,10.8837
71,2612439.3141,1269006.9068,2612466.22022,1268991.51003,-0.00103616957477,1.08243643181e-06,DC1,DC1,DC1,10.8837
72,2612439.3141,1269006.9068,2612467.08816,1268991.01336,-0.000495025112432,5.41144462339e-07,DC1,DC1,DC1,10.8837
73,2612439.3141,1269006.9068,2612467.9561,1268990.51669,-0.00023101457709,2.64010535342e-07,DC1,DC1,DC1,10.8837
74,2612439.3141,1269006.9068,2612468.82404,1268990.02002,-0.000105309438519,1.25705138571e-07,DC1,DC1,DC1,10.8837
75,2612439.3141,1269006.9068,2612469.69198,1268989.52335,-4.68933185682e-05,5.84161199511e-08,DC1,DC1,DC1,10.8837
76,2612439.3141,1269006.9068,2612470.55992,1268989.02668,-2.03971926457e-05,2.64961259224e-08,DC1,DC1,DC1,10.8837
77,2612439.3141,1269006.9068,2612471.42786,1268988.53001,-8.66653680669e-06,1.1730655839e-08,DC1,DC1,DC1,10.8837
78,2612439.3141,1269006.9068,2612472.2958,1268988.03334,-3.59696765458e-06,5.06956915212e-09,DC1,DC1,DC1,10.8837
79,2612439.3141,1269006.9068,2612473.16374,1268987.53666,-1.45828778396e-06,2.13867987061e-09,DC1,DC1,DC1,10.8837
0,2612440.8041,1269004.303,2612406.08743,1269024.17138,-1.00168717759e-06,0.0,DC1,DC1,DC1,11.0517
1,2612440.8041,1269004.303,2612406.95535,1269023.67467,-2.45964449361e-06,-1.45795731601e-09,DC1,DC1,DC1,11.0517
2,2612440.8041,1269004.303,2612407.82326,1269023.17797,-5.90385386306e-06,-3.44420936945e-09,DC1,DC1,DC1,11.0517
3,2612440.8041,1269004.303,2612408.69118,1269022.68126,-1.38523000327e-05,-7.94844616965e-09,DC1,DC1,DC1,11.0517
4,2612440.8041,1269004.303,2612409.5591,1269022.18455,-3.17710239825e-05,-1.79187239498e-08,DC1,DC1,DC1,11.0517
5,2612440.8041,1269004.303,2612410.42701,1269021.68784,-7.12301022057e-05,-3.94590782232e-08,DC1,DC1,DC1,11.0517
6,2612440.8041,1269004.303,2612411.29493,1269021.19113,-0.000156105769659,-8.48756674529e-08,DC1,DC1,DC1,11.0517
7,2612440.8041,1269004.303,2612412.16285,1269020.69442,-0.000334423951756,-1.78318182098e-07,DC1,DC1,DC1,11.0517
8,2612440.8041,1269004.303,2612413.03076,1269020.19771,-0.0007003237041,-3.65899752344e-07,DC1,DC1,DC1,11.0517
9,2612440.8041,1269004.303,2612413.89868,1269019.701,-0.0014335845452,-7.33260841099e-07,DC1,DC1,DC1,11.0517
10,2612440.8041,1269004.303,2612414.7666,1269019.20429,-0.00286860550012,-1.43502095492e-06,DC1,DC1,DC1,11.0517
11,2612440.8041,1269004.303,2612415.63451,1269018.70758,-0.00561101429809,-2.74240879797e-06,DC1,DC1,DC1,11.0517
12,2612440.8041,1269004.303,2612416.50243,1269018.21087,-0.0107283999695,-5.11738567138e-06,DC1,DC1,DC1,11.0517
13,2612440.8041,1269004.303,2612417.37035,1269017.71416,-0.0200517171284,-9.32331715891e-06,DC1,DC1,DC1,11.0517
14,2612440.8041,1269004.303,2612418.23826,1269017.21745,-0.0366345798149,-1.65828626865e-05,DC1,DC1,DC1,11.0517
15,2612440.8041,1269004.303,2612419.10618,1269016.72074,-0.0654265307389,-2.8791950924e-05,DC1,DC1,DC1,11.0517
16,2612440.8041,1269004.303,2612419.9741,1269016.22403,-0.114219328388,-4.87927976491e-05,DC1,DC1,DC1,11.0517
17,2612440.8041,1269004.303,2612420.84201,1269015.72732,-0.194916383253,-8.06970548651e-05,DC1,DC1,DC1,11.0517
18,2612440.8041,1269004.303,2612421.70993,1269015.23061,-0.325147275023,-0.00013023089177,DC1,DC1,DC1,11.0517
19,2612440.8041,1269004.303,2612422.57785,1269014.7339,-0.530194142319,-0.000205046867296,DC1,DC1,DC1,11.0517
20,2612440.8041,1269004.303,2612423.44576,1269014.23719,-0.845109072713,-0.000314914930394,DC1,DC1,DC1,11.0517
21,2612440.8041,1269004.303,2612424.31368,1269013.74048,-1.31678125412,-0.000471672181404,DC1,DC1,DC1,11.0517
22,2612440.8041,1269004.303,2612425.1816,1269013.24377,-2.00556867891,-0.000688787424789,DC1,DC1,DC1,11.0517
23,2612440.8041,1269004.303,2612426.04951,1269012.74706,-2.98596335937,-0.000980394680466,DC1,DC1,DC1,11.0517
24,2612440.8041,1269004.303,2612426.91743,1269012.25035,-4.34564696708,-0.00135968360771,DC1,DC1,DC1,11.0517
25,2612440.8041,1269004.303,2612427.78535,1269011.75364,-6.18226251212,-0.00183661554503,DC1,DC1,DC1,11.0517
26,2612440.8041,1269004.303,2612428.65326,1269011.25693,-8.59732757572,-0.00241506506361,DC2,DC1,DC2,11.0517
27,2612440.8041,1269004.303,2612429.52118,1269010.76022,-11.686986414,-0.00308965883824,DC2,DC2,DC2,11.0517
28,2612440.8041,1269004.303,2612430.3891,1269010.26352,-15.5297561358,-0.00384276972183,DC2,DC2,DC2,11.0517
29,2612440.8041,1269004.303,2612431.25702,1269009.76681,-20.1720374218,-0.004642281286,DC3,DC2,DC3,11.0517
30,2612440.8041,1269004.303,2612432.12493,1269009.2701,-25.6128512054,-0.00544081378363,DC3,DC2,DC3,11.0517
31,2612440.8041,1269004.303,2612432.99285,1269008.77339,-31.7898969529,-0.00617704574746,DC3,DC3,DC3,11.0517
32,2612440.8041,1269004.303,2612433.86077,1269008.27668,-38.5694411319,-0.00677954417897,DC3,DC3,DC3,11.0517
33,2612440.8041,1269004.303,2612434.72868,1269007.77997,-45.7425745066,-0.00717313337477,DC3,DC3,DC3,11.0517
34,2612440.8041,1269004.303,2612435.5966,1269007.28326,-53.0299105442,-0.00728733603754,DC3,DC3,DC3,11.0517
35,2612440.8041,1269004.303,2612436.46452,1269006.78655,-60.0958133145,-0.00706590277038,DC3,DC3,DC3,11.0517
36,2612440.8041,1269004.303,2612437.33243,1269006.28984,-66.5718417299,-0.00647602841533,DC3,DC3,DC3,11.0517
37,2612440.8041,1269004.303,2612438.20035,1269005.79313,-72.0874991216,-0.00551565739176,DC3,DC3,DC3,11.0517
38,2612440.8041,1269004.303,2612439.06827,1269005.29642,-76.3048913855,-0.00421739226387,DC3,DC3,DC3,11.0517
39,2612440.8041,1269004.303,2612439.93618,1269004.79971,-78.9528533732,-0.00264796198775,DC2,DC3,DC3,11.0517
40,2612440.8041,1269004.303,2612440.8041,1269004.303,-79.8557722667,-0.000902918893437,DC1,DC3,DC3,11.0517
41,2612440.8041,1269004.303,2612441.67202,1269003.80629,-78.9528533732,0.000902918893437,DC1,DC3,DC3,11.0517
42,2612440.8041,1269004.303,2612442.53993,1269003.30958,-76.3048913855,0.00264796198775,DC2,DC3,DC3,11.0517
43,2612440.8041,1269004.303,2612443.40785,1269002.81287,-72.0874991216,0.00421739226387,DC3,DC3,DC3,11.0517
44,2612440.8041,1269004.303,2612444.27577,1269002.31616,-66.5718417299,0.00551565739176,DC3,DC3,DC3,11.0517
45,2612440.8041,1269004.303,2612445.14368,1269001.81945,-60.0958133145,0.00647602841533,DC3,DC3,DC3,11.0517
46,2612440.8041,1269004.303,2612446.0116,1269001.32274,-53.0299105442,0.00706590277038,DC3,DC3,DC3,11.0517
47,2612440.8041,1269004.303,2612446.87952,1269000.82603,-45.7425745066,0.00728733603754,DC3,DC3,DC3,11.0517
48,2612440.8041,1269004.303,2612447.74743,1269000.32932,-38.5694411319,0.00717313337477,DC3,DC3,DC3,11.0517
49,2612440.8041,1269004.303,2612448.61535,1268999.83261,-31.7898969529,0.00677954417897,DC3,DC3,DC3,11.0517
50,2612440.8041,1269004.303,2612449.48327,1268999.3359,-25.6128512054,0.00617704574746,DC3,DC2,DC3,11.0517
51,2612440.8041,1269004.303,2612450.35118,1268998.83919,-20.1720374218,0.00544081378363,DC3,DC2,DC3,11.0517
52,2612440.8041,1269004.303,2612451.2191,1268998.34248,-15.5297561358,0.004642281286,DC3,DC2,DC3,11.0517
53,2612440.8041,1269004.303,2612452.08702,1268997.84578,-11.686986414,0.00384276972183,DC2,DC2,DC2,11.0517
54,2612440.8041,1269004.303,2612452.95494,1268997.34907,-8.59732757572,0.00308965883824,DC2,DC1,DC2,11.0517
55,2612440.8041,1269004.303,2612453.82285,1268996.85236,-6.18226251212,0.00241506506361,DC2,DC1,DC2,11.0517
56,2612440.8041,1269004.303,2612454.69077,1268996.35565,-4.34564696708,0.00183661554503,DC1,DC1,DC1,11.0517
57,2612440.8041,1269004.303,2612455.55869,1268995.85894,-2.98596335937,0.00135968360771,DC1,DC1,DC1,11.0517
58,2612440.8041,1269004.303,2612456.4266,1268995.36223,-2.00556867891,0.000980394680466,DC1,DC1,DC1,11.0517
59,2612440.8041,1269004.303,2612457.29452,1268994.86552,-1.31678125412,0.000688787424789,DC1,DC1,DC1,11.0517
60,2612440.8041,1269004.303,2612458.16244,1268994.36881,-0.845109072713,0.000471672181404,DC1,DC1,DC1,11.0517
61,2612440.8041,1269004.303,2612459.03035,1268993.8721,-0.530194142319,0.000314914930394,DC1,DC1,DC1,11.0517
62,2612440.8041,1269004.303,2612459.89827,1268993.37539,-0.325147275023,0.000205046867296,DC1,DC1,DC1,11.0517
63,2612440.8041,1269004.303,2612460.76619,1268992.87868,-0.194916383253,0.00013023089177,DC1,DC1,DC1,11.0517
64,2612440.8041,1269004.303,2612461.6341,1268992.38197,-0.114219328388,8.06970548651e-05,DC1,DC1,DC1,11.0517
65,2612440.8041,1269004.303,2612462.50202,1268991.88526,-0.0654265307389,4.87927976491e-05,DC1,DC1,DC1,11.0517
66,2612440.8041,1269004.303,2612463.36994,1268991.38855,-0.0366345798149,2.8791950924e-05,DC1,DC1,DC1,11.0517
67,2612440.8041,1269004.303,2612464.23785,1268990.89184,-0.0200517171284,1.65828626865e-05,DC1,DC1,DC1,11.0517
68,2612440.8041,1269004.303,2612465.10577,1268990.39513,-0.0107283999695,9.32331715891e-06,DC1,DC1,DC1,11.0517
69,2612440.8041,1269004.303,2612465.97369,1268989.89842,-0.00561101429809,5.11738567138e-06,DC1,DC1,DC1,11.0517
70,2612440.8041,1269004.303,2612466.8416,1268989.40171,-0.00286860550012,2.74240879797e-06,DC1,DC1,DC1,11.0517
71,2612440.8041,1269004.303,2612467.70952,1268988.905,-0.0014335845452,1.43502095492e-06,DC1,DC1,DC1,11.0517
72,2612440.8041,1269004.303,2612468.57744,1268988.40829,-0.0007003237041,7.33260841099e-07,DC1,DC1,DC1,11.0517
73,2612440.8041,1269004.303,2612469.44535,1268987.91158,-0.000334423951756,3.65899752344e-07,DC1,DC1,DC1,11.0517
74,2612440.8041,1269004.303,2612470.31327,1268987.41487,-0.000156105769659,1.78318182098e-07,DC1,DC1,DC1,11.0517
75,2612440.8041,1269004.303,2612471.18119,1268986.91816,-7.12301022057e-05,8.48756674529e-08,DC1,DC1,DC1,11.0517
76,2612440.8041,1269004.303,2612472.0491,1268986.42145,-3.17710239825e-05,3.94590782232e-08,DC1,DC1,DC1,11.0517
77,2612440.8041,1269004.303,2612472.91702,1268985.92474,-1.38523000327e-05,1.79187239498e-08,DC1,DC1,DC1,11.0517
78,2612440.8041,1269004.303,2612473.78494,1268985.42803,-5.90385386306e-06,7.94844616965e-09,DC1,DC1,DC1,11.0517
79,2612440.8041,1269004.303,2612474.65285,1268984.93133,-2.45964449361e-06,3.44420936945e-09,DC1,DC1,DC1,11.0517
0,2612442.2942,1269001.6993,2612407.5772,1269021.56711,-1.60353184328e-06,0.0,DC1,DC1,DC1,11.2017
