,A. Point Coordinates x,B. Point Coordinates y,C. Normal Vector x,D. Normal Vector y,E. Settlement [mm],F. Tangentenneigung,G. DC_Beta,H. DC_Settlement,I. DamageClass,z_0
1,2612387.702,1269098.3447,2612353.5572,1269117.18966,-4.22145459641e-30,-4.1249033534e-33,DC1,DC1,DC1,5.3892
2,2612387.702,1269098.3447,2612354.43271,1269116.70646,-1.67737265732e-28,-1.63515811135e-31,DC1,DC1,DC1,5.3892
3,2612387.702,1269098.3447,2612355.30822,1269116.22326,-6.05703634379e-27,-5.88929907806e-30,DC1,DC1,DC1,5.3892
4,2612387.702,1269098.3447,2612356.18372,1269115.74005,-1.9877143965e-25,-1.92714403307e-28,DC1,DC1,DC1,5.3892
5,2612387.702,1269098.3447,2612357.05923,1269115.25685,-5.92803788312e-24,-5.72926644347e-27,DC1,DC1,DC1,5.3892
6,2612387.702,1269098.3447,2612357.93474,1269114.77364,-1.60668648644e-22,-1.54740610761e-25,DC1,DC1,DC1,5.3892
7,2612387.702,1269098.3447,2612358.81025,1269114.29044,-3.95744142028e-21,-3.79677277164e-24,DC1,DC1,DC1,5.3892
8,2612387.702,1269098.3447,2612359.68575,1269113.80724,-8.85851719449e-20,-8.46277305246e-23,DC1,DC1,DC1,5.3892
9,2612387.702,1269098.3447,2612360.56126,1269113.32403,-1.80206625163e-18,-1.71348107968e-21,DC1,DC1,DC1,5.3892
10,2612387.702,1269098.3447,2612361.43677,1269112.84083,-3.33152945913e-17,-3.15132283397e-20,DC1,DC1,DC1,5.3892
11,2612387.702,1269098.3447,2612362.31228,1269112.35762,-5.59731496644e-16,-5.26416202052e-19,DC1,DC1,DC1,5.3892
12,2612387.702,1269098.3447,2612363.18779,1269111.87442,-8.54631738365e-15,-7.98658588701e-18,DC1,DC1,DC1,5.3892
13,2612387.702,1269098.3447,2612364.06329,1269111.39121,-1.1858819858e-13,-1.10041881197e-16,DC1,DC1,DC1,5.3892
14,2612387.702,1269098.3447,2612364.9388,1269110.90801,-1.495433517e-12,-1.37684531842e-15,DC1,DC1,DC1,5.3892
15,2612387.702,1269098.3447,2612365.81431,1269110.42481,-1.71378340036e-11,-1.56424004866e-14,DC1,DC1,DC1,5.3892
16,2612387.702,1269098.3447,2612366.68982,1269109.9416,-1.78487553654e-10,-1.6134971965e-13,DC1,DC1,DC1,5.3892
17,2612387.702,1269098.3447,2612367.56532,1269109.4584,-1.68936357443e-09,-1.51087602077e-12,DC1,DC1,DC1,5.3892
18,2612387.702,1269098.3447,2612368.44083,1269108.97519,-1.45312005927e-08,-1.28418370183e-11,DC1,DC1,DC1,5.3892
19,2612387.702,1269098.3447,2612369.31634,1269108.49199,-1.13590772616e-07,-9.90595720237e-11,DC1,DC1,DC1,5.3892
20,2612387.702,1269098.3447,2612370.19185,1269108.00878,-8.06952167692e-07,-6.93361395076e-10,DC1,DC1,DC1,5.3892
21,2612387.702,1269098.3447,2612371.06735,1269107.52558,-5.20973598563e-06,-4.40278381794e-09,DC1,DC1,DC1,5.3892
22,2612387.702,1269098.3447,2612371.94286,1269107.04238,-3.05665779909e-05,-2.53568420053e-08,DC1,DC1,DC1,5.3892
23,2612387.702,1269098.3447,2612372.81837,1269106.55917,-0.000162982550764,-1.32415972773e-07,DC1,DC1,DC1,5.3892
24,2612387.702,1269098.3447,2612373.69388,1269106.07597,-0.000789766273212,-6.26783722449e-07,DC1,DC1,DC1,5.3892
25,2612387.702,1269098.3447,2612374.56939,1269105.59276,-0.00347791721051,-2.6881509373e-06,DC1,DC1,DC1,5.3892
26,2612387.702,1269098.3447,2612375.44489,1269105.10956,-0.0139188411843,-1.04409239738e-05,DC1,DC1,DC1,5.3892
27,2612387.702,1269098.3447,2612376.3204,1269104.62635,-0.0506232592634,-3.67044180791e-05,DC1,DC1,DC1,5.3892
28,2612387.702,1269098.3447,2612377.19591,1269104.14315,-0.167324798053,-0.00011670153879,DC1,DC1,DC1,5.3892
29,2612387.702,1269098.3447,2612378.07142,1269103.65995,-0.502612979584,-0.000335288181531,DC1,DC1,DC1,5.3892
30,2612387.702,1269098.3447,2612378.94692,1269103.17674,-1.37205105908,-0.000869438079495,DC1,DC1,DC1,5.3892
31,2612387.702,1269098.3447,2612379.82243,1269102.69354,-3.40384699844,-0.00203179593936,DC2,DC1,DC2,5.3892
32,2612387.702,1269098.3447,2612380.69794,1269102.21033,-7.67419748651,-0.00427035048807,DC3,DC1,DC3,5.3892
33,2612387.702,1269098.3447,2612381.57345,1269101.72713,-15.7238573482,-0.00804965986164,DC3,DC2,DC3,5.3892
34,2612387.702,1269098.3447,2612382.44895,1269101.24393,-29.2784716505,-0.0135546143024,DC3,DC2,DC3,5.3892
35,2612387.702,1269098.3447,2612383.32446,1269100.76072,-49.5451210208,-0.0202666493703,DC3,DC3,DC3,5.3892
36,2612387.702,1269098.3447,2612384.19997,1269100.27752,-76.1932621632,-0.0266481411424,DC3,DC3,DC3,5.3892
37,2612387.702,1269098.3447,2612385.07548,1269099.79431,-106.486714057,-0.0302934518941,DC3,DC3,DC3,5.3892
38,2612387.702,1269098.3447,2612385.95098,1269099.31111,-135.250060245,-0.028763346188,DC3,DC3,DC3,5.3892
39,2612387.702,1269098.3447,2612386.82649,1269098.8279,-156.114302147,-0.0208642419017,DC3,DC3,DC3,5.3892
40,2612387.702,1269098.3447,2612387.702,1269098.3447,-163.761233274,-0.00764693112687,DC3,DC3,DC3,5.3892
41,2612387.702,1269098.3447,2612388.57751,1269097.8615,-156.114302147,0.00764693112687,DC3,DC3,DC3,5.3892
42,2612387.702,1269098.3447,2612389.45302,1269097.37829,-135.250060245,0.0208642419017,DC3,DC3,DC3,5.3892
43,2612387.702,1269098.3447,2612390.32852,1269096.89509,-106.486714057,0.028763346188,DC3,DC3,DC3,5.3892
44,2612387.702,1269098.3447,2612391.20403,1269096.41188,-76.1932621632,0.0302934518941,DC3,DC3,DC3,5.3892
45,2612387.702,1269098.3447,2612392.07954,1269095.92868,-49.5451210208,0.0266481411424,DC3,DC3,DC3,5.3892
46,2612387.702,1269098.3447,2612392.95505,1269095.44547,-29.2784716505,0.0202666493703,DC3,DC2,DC3,5.3892
47,2612387.702,1269098.3447,2612393.83055,1269094.96227,-15.7238573482,0.0135546143024,DC3,DC2,DC3,5.3892
48,2612387.702,1269098.3447,2612394.70606,1269094.47907,-7.67419748651,0.00804965986164,DC3,DC1,DC3,5.3892
49,2612387.702,1269098.3447,2612395.58157,1269093.99586,-3.40384699844,0.00427035048807,DC3,DC1,DC3,5.3892
50,2612387.702,1269098.3447,2612396.45708,1269093.51266,-1.37205105908,0.00203179593936,DC2,DC1,DC2,5.3892
51,2612387.702,1269098.3447,2612397.33258,1269093.02945,-0.502612979584,0.000869438079495,DC1,DC1,DC1,5.3892
52,2612387.702,1269098.3447,2612398.20809,1269092.54625,-0.167324798053,0.000335288181531,DC1,DC1,DC1,5.3892
53,2612387.702,1269098.3447,2612399.0836,1269092.06305,-0.0506232592634,0.00011670153879,DC1,DC1,DC1,5.3892
54,2612387.702,1269098.3447,2612399.95911,1269091.57984,-0.0139188411843,3.67044180791e-05,DC1,DC1,DC1,5.3892
55,2612387.702,1269098.3447,2612400.83461,1269091.09664,-0.00347791721051,1.04409239738e-05,DC1,DC1,DC1,5.3892
56,2612387.702,1269098.3447,2612401.71012,1269090.61343,-0.000789766273212,2.6881509373e-06,DC1,DC1,DC1,5.3892
57,2612387.702,1269098.3447,2612402.58563,1269090.13023,-0.000162982550764,6.26783722449e-07,DC1,DC1,DC1,5.3892
58,2612387.702,1269098.3447,2612403.46114,1269089.64702,-3.05665779909e-05,1.32415972773e-07,DC1,DC1,DC1,5.3892
59,2612387.702,1269098.3447,2612404.33665,1269089.16382,-5.20973598563e-06,2.53568420053e-08,DC1,DC1,DC1,5.3892
60,2612387.702,1269098.3447,2612405.21215,1269088.68062,-8.06952167692e-07,4.40278381794e-09,DC1,DC1,DC1,5.3892
61,2612387.702,1269098.3447,2612406.08766,1269088.19741,-1.13590772616e-07,6.93361395076e-10,DC1,DC1,DC1,5.3892
62,2612387.702,1269098.3447,2612406.96317,1269087.71421,-1.45312005927e-08,9.90595720237e-11,DC1,DC1,DC1,5.3892
63,2612387.702,1269098.3447,2612407.83868,1269087.231,-1.68936357443e-09,1.28418370183e-11,DC1,DC1,DC1,5.3892
64,2612387.702,1269098.3447,2612408.71418,1269086.7478,-1.78487553654e-10,1.51087602077e-12,DC1,DC1,DC1,5.3892
65,2612387.702,1269098.3447,2612409.58969,1269086.26459,-1.71378340036e-11,1.6134971965e-13,DC1,DC1,DC1,5.3892
66,2612387.702,1269098.3447,2612410.4652,1269085.78139,-1.495433517e-12,1.56424004866e-14,DC1,DC1,DC1,5.3892
67,2612387.702,1269098.3447,2612411.34071,1269085.29819,-1.1858819858e-13,1.37684531842e-15,DC1,DC1,DC1,5.3892
68,2612387.702,1269098.3447,2612412.21621,1269084.81498,-8.54631738365e-15,1.10041881197e-16,DC1,DC1,DC1,5.3892
69,2612387.702,1269098.3447,2612413.09172,1269084.33178,-5.59731496644e-16,7.98658588701e-18,DC1,DC1,DC1,5.3892
70,2612387.702,1269098.3447,2612413.96723,1269083.84857,-3.33152945913e-17,5.26416202052e-19,DC1,DC1,DC1,5.3892
71,2612387.702,1269098.3447,2612414.84274,1269083.36537,-1.80206625163e-18,3.15132283397e-20,DC1,DC1,DC1,5.3892
72,2612387.702,1269098.3447,2612415.71825,1269082.88216,-8.85851719449e-20,1.71348107968e-21,DC1,DC1,DC1,5.3892
73,2612387.702,1269098.3447,2612416.59375,1269082.39896,-3.95744142028e-21,8.46277305246e-23,DC1,DC1,DC1,5.3892
74,2612387.702,1269098.3447,2612417.46926,1269081.91576,-1.60668648644e-22,3.79677277164e-24,DC1,DC1,DC1,5.3892
75,2612387.702,1269098.3447,2612418.34477,1269081.43255,-5.92803788312e-24,1.54740610761e-25,DC1,DC1,DC1,5.3892
76,2612387.702,1269098.3447,2612419.22028,1269080.94935,-1.9877143965e-25,5.72926644347e-27,DC1,DC1,DC1,5.3892
77,2612387.702,1269098.3447,2612420.09578,1269080.46614,-6.05703634379e-27,1.92714403307e-28,DC1,DC1,DC1,5.3892
78,2612387.702,1269098.3447,2612420.97129,1269079.98294,-1.67737265732e-28,5.88929907806e-30,DC1,DC1,DC1,5.3892
79,2612387.702,1269098.3447,2612421.8468,1269079.49974,-4.22145459641e-30,1.63515811135e-31,DC1,DC1,DC1,5.3892
0,2612389.1516,1269095.7182,2612354.14313,1269115.06779,-6.54209966498e-30,0.0,DC1,DC1,DC1,5.5452
1,2612389.1516,1269095.7182,2612355.01834,1269114.58405,-2.31956151453e-28,-2.25414051788e-31,DC1,DC1,DC1,5.5452
2,2612389.1516,1269095.7182,2612355.89355,1269114.10032,-7.51384110065e-27,-7.2818849492e-30,DC1,DC1,DC1,5.5452
3,2612389.1516,1269095.7182,2612356.76876,1269113.61658,-2.22374760001e-25,-2.148609189e-28,DC1,DC1,DC1,5.5452
4,2612389.1516,1269095.7182,2612357.64397,1269113.13284,-6.01279437184e-24,-5.79041961184e-27,DC1,DC1,DC1,5.5452
5,2612389.1516,1269095.7182,2612358.51919,1269112.6491,-1.48536978426e-22,-1.42524184054e-25,DC1,DC1,DC1,5.5452
6,2612389.1516,1269095.7182,2612359.3944,1269112.16536,-3.35243365674e-21,-3.20389667831e-24,DC1,DC1,DC1,5.5452
7,2612389.1516,1269095.7182,2612360.26961,1269111.68162,-6.91278695799e-20,-6.57754359232e-23,DC1,DC1,DC1,5.5452
8,2612389.1516,1269095.7182,2612361.14482,1269111.19788,-1.30230745643e-18,-1.23317958685e-21,DC1,DC1,DC1,5.5452
9,2612389.1516,1269095.7182,2612362.02003,1269110.71414,-2.24151296523e-17,-2.11128221959e-20,DC1,DC1,DC1,5.5452
10,2612389.1516,1269095.7182,2612362.89525,1269110.2304,-3.52481523586e-16,-3.30066393933e-19,DC1,DC1,DC1,5.5452
11,2612389.1516,1269095.7182,2612363.77046,1269109.74666,-5.06405988213e-15,-4.71157835855e-18,DC1,DC1,DC1,5.5452
12,2612389.1516,1269095.7182,2612364.64567,1269109.26292,-6.64704596173e-14,-6.14063997352e-17,DC1,DC1,DC1,5.5452
13,2612389.1516,1269095.7182,2612365.52088,1269108.77918,-7.97124035839e-13,-7.30653576222e-16,DC1,DC1,DC1,5.5452
14,2612389.1516,1269095.7182,2612366.39609,1269108.29544,-8.73354377387e-12,-7.93641973803e-15,DC1,DC1,DC1,5.5452
15,2612389.1516,1269095.7182,2612367.2713,1269107.8117,-8.74223490171e-11,-7.86888052432e-14,DC1,DC1,DC1,5.5452
16,2612389.1516,1269095.7182,2612368.14652,1269107.32796,-7.99506162829e-10,-7.12083813812e-13,DC1,DC1,DC1,5.5452
17,2612389.1516,1269095.7182,2612369.02173,1269106.84422,-6.68018567093e-09,-5.8806795081e-12,DC1,DC1,DC1,5.5452
18,2612389.1516,1269095.7182,2612369.89694,1269106.36048,-5.0994416297e-08,-4.4314230626e-11,DC1,DC1,DC1,5.5452
19,2612389.1516,1269095.7182,2612370.77215,1269105.87674,-3.55651045923e-07,-3.04656629626e-10,DC1,DC1,DC1,5.5452
20,2612389.1516,1269095.7182,2612371.64736,1269105.393,-2.26617231253e-06,-1.9105212666e-09,DC1,DC1,DC1,5.5452
21,2612389.1516,1269095.7182,2612372.52258,1269104.90926,-1.31925619364e-05,-1.09263896239e-08,DC1,DC1,DC1,5.5452
22,2612389.1516,1269095.7182,2612373.39779,1269104.42552,-7.01669708392e-05,-5.69744089029e-08,DC1,DC1,DC1,5.5452
23,2612389.1516,1269095.7182,2612374.273,1269103.94178,-0.000340960200821,-2.70793229982e-07,DC1,DC1,DC1,5.5452
24,2612389.1516,1269095.7182,2612375.14821,1269103.45804,-0.00151370770628,-1.17274750546e-06,DC1,DC1,DC1,5.5452
25,2612389.1516,1269095.7182,2612376.02342,1269102.9743,-0.00613970817657,-4.62600047029e-06,DC1,DC1,DC1,5.5452
26,2612389.1516,1269095.7182,2612376.89863,1269102.49056,-0.0227520645179,-1.66123563414e-05,DC1,DC1,DC1,5.5452
27,2612389.1516,1269095.7182,2612377.77385,1269102.00682,-0.0770302425712,-5.42781780532e-05,DC1,DC1,DC1,5.5452
28,2612389.1516,1269095.7182,2612378.64906,1269101.52308,-0.238269851462,-0.000161239608891,DC1,DC1,DC1,5.5452
29,2612389.1516,1269095.7182,2612379.52427,1269101.03934,-0.673355321057,-0.000435085469595,DC1,DC1,DC1,5.5452
30,2612389.1516,1269095.7182,2612380.39948,1269100.5556,-1.73854874738,-0.00106519342632,DC1,DC1,DC1,5.5452
31,2612389.1516,1269095.7182,2612381.27469,1269100.07186,-4.10106660019,-0.0023625178528,DC2,DC1,DC2,5.5452
32,2612389.1516,1269095.7182,2612382.14991,1269099.58812,-8.83841003428,-0.0047373434341,DC3,DC1,DC3,5.5452
33,2612389.1516,1269095.7182,2612383.02512,1269099.10438,-17.4027885257,-0.00856437849144,DC3,DC2,DC3,5.5452
34,2612389.1516,1269095.7182,2612383.90033,1269098.62064,-31.3062402414,-0.0139034517157,DC3,DC3,DC3,5.5452
35,2612389.1516,1269095.7182,2612384.77554,1269098.1369,-51.4529593147,-0.0201467190733,DC3,DC3,DC3,5.5452
36,2612389.1516,1269095.7182,2612385.65075,1269097.65316,-77.260439895,-0.0258074805803,DC3,DC3,DC3,5.5452
37,2612389.1516,1269095.7182,2612386.52596,1269097.16942,-105.991580583,-0.0287311406882,DC3,DC3,DC3,5.5452
38,2612389.1516,1269095.7182,2612387.40118,1269096.68568,-132.847361814,-0.0268557812304,DC3,DC3,DC3,5.5452
39,2612389.1516,1269095.7182,2612388.27639,1269096.20194,-152.125449225,-0.0192780874111,DC3,DC3,DC3,5.5452
40,2612389.1516,1269095.7182,2612389.1516,1269095.7182,-159.15423039,-0.00702878116551,DC3,DC3,DC3,5.5452
41,2612389.1516,1269095.7182,2612390.02681,1269095.23446,-152.125449225,0.00702878116551,DC3,DC3,DC3,5.5452
42,2612389.1516,1269095.7182,2612390.90202,1269094.75072,-132.847361814,0.0192780874111,DC3,DC3,DC3,5.5452
43,2612389.1516,1269095.7182,2612391.77724,1269094.26698,-105.991580583,0.0268557812304,DC3,DC3,DC3,5.5452
44,2612389.1516,1269095.7182,2612392.65245,1269093.78324,-77.260439895,0.0287311406882,DC3,DC3,DC3,5.5452
45,2612389.1516,1269095.7182,2612393.52766,1269093.2995,-51.4529593147,0.0258074805803,DC3,DC3,DC3,5.5452
46,2612389.1516,1269095.7182,2612394.40287,1269092.81576,-31.3062402414,0.0201467190733,DC3,DC3,DC3,5.5452
47,2612389.1516,1269095.7182,2612395.27808,1269092.33202,-17.4027885257,0.0139034517157,DC3,DC2,DC3,5.5452
48,2612389.1516,1269095.7182,2612396.15329,1269091.84828,-8.83841003428,0.00856437849144,DC3,DC1,DC3,5.5452
49,2612389.1516,1269095.7182,2612397.02851,1269091.36454,-4.10106660019,0.0047373434341,DC3,DC1,DC3,5.5452
50,2612389.1516,1269095.7182,2612397.90372,1269090.8808,-1.73854874738,0.0023625178528,DC2,DC1,DC2,5.5452
51,2612389.1516,1269095.7182,2612398.77893,1269090.39706,-0.673355321057,0.00106519342632,DC1,DC1,DC1,5.5452
52,2612389.1516,1269095.7182,2612399.65414,1269089.91332,-0.238269851462,0.000435085469595,DC1,DC1,DC1,5.5452
53,2612389.1516,1269095.7182,2612400.52935,1269089.42958,-0.0770302425712,0.000161239608891,DC1,DC1,DC1,5.5452
54,2612389.1516,1269095.7182,2612401.40457,1269088.94584,-0.0227520645179,5.42781780532e-05,DC1,DC1,DC1,5.5452
55,2612389.1516,1269095.7182,2612402.27978,1269088.4621,-0.00613970817657,1.66123563414e-05,DC1,DC1,DC1,5.5452
56,2612389.1516,1269095.7182,2612403.15499,1269087.97836,-0.00151370770628,4.62600047029e-06,DC1,DC1,DC1,5.5452
57,2612389.1516,1269095.7182,2612404.0302,1269087.49462,-0.000340960200821,1.17274750546e-06,DC1,DC1,DC1,5.5452
58,2612389.1516,1269095.7182,2612404.90541,1269087.01088,-7.01669708392e-05,2.70793229982e-07,DC1,DC1,DC1,5.5452
59,2612389.1516,1269095.7182,2612405.78062,1269086.52714,-1.31925619364e-05,5.69744089029e-08,DC1,DC1,DC1,5.5452
60,2612389.1516,1269095.7182,2612406.65584,1269086.0434,-2.26617231253e-06,1.09263896239e-08,DC1,DC1,DC1,5.5452
61,2612389.1516,1269095.7182,2612407.53105,1269085.55966,-3.55651045923e-07,1.9105212666e-09,DC1,DC1,DC1,5.5452
62,2612389.1516,1269095.7182,2612408.40626,1269085.07592,-5.0994416297e-08,3.04656629626e-10,DC1,DC1,DC1,5.5452
63,2612389.1516,1269095.7182,2612409.28147,1269084.59218,-6.68018567093e-09,4.4314230626e-11,DC1,DC1,DC1,5.5452
64,2612389.1516,1269095.7182,2612410.15668,1269084.10844,-7.99506162829e-10,5.8806795081e-12,DC1,DC1,DC1,5.5452
65,2612389.1516,1269095.7182,2612411.0319,1269083.6247,-8.74223490171e-11,7.12083813812e-13,DC1,DC1,DC1,5.5452
66,2612389.1516,1269095.7182,2612411.90711,1269083.14096,-8.73354377387e-12,7.86888052432e-14,DC1,DC1,DC1,5.5452
67,2612389.1516,1269095.7182,2612412.78232,1269082.65722,-7.97124035839e-13,7.93641973803e-15,DC1,DC1,DC1,5.5452
68,2612389.1516,1269095.7182,2612413.65753,1269082.17348,-6.64704596173e-14,7.30653576222e-16,DC1,DC1,DC1,5.5452
69,2612389.1516,1269095.7182,2612414.53274,1269081.68974,-5.06405988213e-15,6.14063997352e-17,DC1,DC1,DC1,5.5452
70,2612389.1516,1269095.7182,2612415.40795,1269081.206,-3.52481523586e-16,4.71157835855e-18,DC1,DC1,DC1,5.5452
71,2612389.1516,1269095.7182,2612416.28317,1269080.72226,-2.24151296523e-17,3.30066393933e-19,DC1,DC1,DC1,5.5452
72,2612389.1516,1269095.7182,2612417.15838,1269080.23852,-1.30230745643e-18,2.11128221959e-20,DC1,DC1,DC1,5.5452
73,2612389.1516,1269095.7182,2612418.03359,1269079.75478,-6.91278695799e-20,1.23317958685e-21,DC1,DC1,DC1,5.5452
74,2612389.1516,1269095.7182,2612418.9088,1269079.27104,-3.35243365674e-21,6.57754359232e-23,DC1,DC1,DC1,5.5452
75,2612389.1516,1269095.7182,2612419.78401,1269078.7873,-1.48536978426e-22,3.20389667831e-24,DC1,DC1,DC1,5.5452
76,2612389.1516,1269095.7182,2612420.65923,1269078.30356,-6.01279437184e-24,1.42524184054e-25,DC1,DC1,DC1,5.5452
77,2612389.1516,1269095.7182,2612421.53444,1269077.81982,-2.22374760001e-25,5.79041961184e-27,DC1,DC1,DC1,5.5452
78,2612389.1516,1269095.7182,2612422.40965,1269077.33608,-7.51384110065e-27,2.148609189e-28,DC1,DC1,DC1,5.5452
79,2612389.1516,1269095.7182,2612423.28486,1269076.85235,-2.31956151453e-28,7.2818849492e-30,DC1,DC1,DC1,5.5452
0,2612390.6028,1269093.0926,2612355.60586,1269112.46305,-1.53623024864e-27,0.0,DC1,DC1,DC1,5.769
1,2612390.6028,1269093.0926,2612356.48078,1269111.97879,-4.15184735556e-26,-3.99822433069e-29,DC1,DC1,DC1,5.769
2,2612390.6028,1269093.0926,2612357.35571,1269111.49453,-1.03223533331e-24,-9.90716859752e-28,DC1,DC1,DC1,5.769
3,2612390.6028,1269093.0926,2612358.23063,1269111.01026,-2.36084970621e-23,-2.25762617288e-26,DC1,DC1,DC1,5.769
4,2612390.6028,1269093.0926,2612359.10556,1269110.526,-4.9671838722e-22,-4.73109890158e-25,DC1,DC1,DC1,5.769
5,2612390.6028,1269093.0926,2612359.98048,1269110.04174,-9.61400646664e-21,-9.11728807942e-24,DC1,DC1,DC1,5.769
6,2612390.6028,1269093.0926,2612360.8554,1269109.55748,-1.71179147777e-19,-1.6156514131e-22,DC1,DC1,DC1,5.769
7,2612390.6028,1269093.0926,2612361.73033,1269109.07322,-2.80381649688e-18,-2.6326373491e-21,DC1,DC1,DC1,5.769
8,2612390.6028,1269093.0926,2612362.60525,1269108.58896,-4.2247458721e-17,-3.94436422241e-20,DC1,DC1,DC1,5.769
9,2612390.6028,1269093.0926,2612363.48017,1269108.1047,-5.85603779094e-16,-5.43356320373e-19,DC1,DC1,DC1,5.769
10,2612390.6028,1269093.0926,2612364.3551,1269107.62044,-7.46722827352e-15,-6.88162449442e-18,DC1,DC1,DC1,5.769
11,2612390.6028,1269093.0926,2612365.23002,1269107.13618,-8.75925686037e-14,-8.01253403302e-17,DC1,DC1,DC1,5.769
12,2612390.6028,1269093.0926,2612366.10494,1269106.65191,-9.45207965383e-13,-8.57615396779e-16,DC1,DC1,DC1,5.769
13,2612390.6028,1269093.0926,2612366.97987,1269106.16765,-9.38295774404e-12,-8.43774977865e-15,DC1,DC1,DC1,5.769
14,2612390.6028,1269093.0926,2612367.85479,1269105.68339,-8.56849257975e-11,-7.63019680535e-14,DC1,DC1,DC1,5.769
15,2612390.6028,1269093.0926,2612368.72971,1269105.19913,-7.19815785165e-10,-6.34130859368e-13,DC1,DC1,DC1,5.769
16,2612390.6028,1269093.0926,2612369.60464,1269104.71487,-5.56276334617e-09,-4.842947561e-12,DC1,DC1,DC1,5.769
17,2612390.6028,1269093.0926,2612370.47956,1269104.23061,-3.95468666318e-08,-3.39841032857e-11,DC1,DC1,DC1,5.769
18,2612390.6028,1269093.0926,2612371.35448,1269103.74635,-2.58634139589e-07,-2.19087272958e-10,DC1,DC1,DC1,5.769
19,2612390.6028,1269093.0926,2612372.22941,1269103.26209,-1.55600826519e-06,-1.2973741256e-09,DC1,DC1,DC1,5.769
20,2612390.6028,1269093.0926,2612373.10433,1269102.77782,-8.61172642642e-06,-7.05571816123e-09,DC1,DC1,DC1,5.769
21,2612390.6028,1269093.0926,2612373.97925,1269102.29356,-4.38450759844e-05,-3.5233349558e-08,DC1,DC1,DC1,5.769
22,2612390.6028,1269093.0926,2612374.85418,1269101.8093,-0.000205354255018,-1.61509179034e-07,DC1,DC1,DC1,5.769
23,2612390.6028,1269093.0926,2612375.7291,1269101.32504,-0.000884787262429,-6.79433007411e-07,DC1,DC1,DC1,5.769
24,2612390.6028,1269093.0926,2612376.60402,1269100.84078,-0.00350692351718,-2.62213625475e-06,DC1,DC1,DC1,5.769
25,2612390.6028,1269093.0926,2612377.47895,1269100.35652,-0.0127869216417,-9.27999812454e-06,DC1,DC1,DC1,5.769
26,2612390.6028,1269093.0926,2612378.35387,1269099.87226,-0.0428901919672,-3.01032703255e-05,DC1,DC1,DC1,5.769
27,2612390.6028,1269093.0926,2612379.22879,1269099.388,-0.132343389422,-8.94531974553e-05,DC1,DC1,DC1,5.769
28,2612390.6028,1269093.0926,2612380.10372,1269098.90373,-0.375663320506,-0.000243319931083,DC1,DC1,DC1,5.769
29,2612390.6028,1269093.0926,2612380.97864,1269098.41947,-0.980951667104,-0.000605288346599,DC1,DC1,DC1,5.769
30,2612390.6028,1269093.0926,2612381.85357,1269097.93521,-2.35639831259,-0.00137544664549,DC1,DC1,DC1,5.769
31,2612390.6028,1269093.0926,2612382.72849,1269097.45095,-5.20717379969,-0.0028507754871,DC2,DC1,DC2,5.769
32,2612390.6028,1269093.0926,2612383.60341,1269096.96669,-10.585410888,-0.00537823708828,DC3,DC2,DC3,5.769
33,2612390.6028,1269093.0926,2612384.47834,1269096.48243,-19.7954621044,-0.0092100512164,DC3,DC2,DC3,5.769
34,2612390.6028,1269093.0926,2612385.35326,1269095.99817,-34.0546048291,-0.0142591427247,DC3,DC3,DC3,5.769
