,Station,Easting,Northing,Elevation,easting,northing,DTM
932,207+606,2613924.3536,1267501.9007,218.452,2613924.3536,1267501.9007,254.4782
933,207+609,2613927.0218,1267500.5295,218.509,2613927.0218,1267500.5295,254.992
934,207+612,2613929.6901,1267499.1582,218.566,2613929.6901,1267499.1582,255.1071
935,207+615,2613932.3584,1267497.7869,218.623,2613932.3584,1267497.7869,255.2873
936,207+618,2613935.0266,1267496.4157,218.68,2613935.0266,1267496.4157,255.3546
937,207+621,2613937.6949,1267495.0444,218.737,2613937.6949,1267495.0444,255.3546
938,207+624,2613940.3631,1267493.6731,218.794,2613940.3631,1267493.6731,255.6002
939,207+627,2613943.0314,1267492.3018,218.852,2613943.0314,1267492.3018,255.6002
940,207+630,2613945.6997,1267490.9306,218.909,2613945.6997,1267490.9306,255.6879
941,207+633,2613948.3679,1267489.5593,218.966,2613948.3679,1267489.5593,255.6502
942,207+636,2613951.0362,1267488.188,219.023,2613951.0362,1267488.188,255.7068
943,207+639,2613953.7045,1267486.8168,219.08,2613953.7045,1267486.8168,255.7068
944,207+642,2613956.3727,1267485.4455,219.137,2613956.3727,1267485.4455,255.6841
945,207+645,2613959.041,1267484.0742,219.194,,,
946,207+648,2613961.7092,1267482.703,219.251,2613961.7092,1267482.703,255.7286
947,207+651,2613964.3775,1267481.3317,219.308,2613964.3775,1267481.3317,255.7286
948,207+654,2613967.0458,1267479.9604,219.365,2613967.0458,1267479.9604,255.7394
949,207+657,2613969.714,1267478.5892,219.423,2613969.714,1267478.5892,255.7394
950,207+660,2613972.3823,1267477.2179,219.48,2613972.3823,1267477.2179,255.8083
951,207+663,2613975.0506,1267475.8466,219.537,2613975.0506,1267475.8466,255.9267
952,207+666,2613977.7188,1267474.4754,219.594,2613977.7188,1267474.4754,255.7907
953,207+669,2613980.3871,1267473.1041,219.651,2613980.3871,1267473.1041,255.9125
954,207+672,2613983.0553,1267471.7328,219.708,2613983.0553,1267471.7328,255.9125
955,207+675,2613985.7236,1267470.3616,219.765,2613985.7236,1267470.3616,255.9021
956,207+678,2613988.3919,1267468.9903,219.822,2613988.3919,1267468.9903,255.8115
957,207+681,2613991.0601,1267467.619,219.879,2613991.0601,1267467.619,255.759
958,207+684,2613993.7284,1267466.2478,219.936,2613993.7284,1267466.2478,255.759
959,207+687,2613996.3967,1267464.8765,219.994,2613996.3967,1267464.8765,255.5609
960,207+690,2613999.0649,1267463.5052,220.051,2613999.0649,1267463.5052,255.5609
961,207+693,2614001.7332,1267462.134,220.108,2614001.7332,1267462.134,255.5206
962,207+696,2614004.4014,1267460.7627,220.165,2614004.4014,1267460.7627,255.5206
963,207+699,2614007.0697,1267459.3914,220.222,2614007.0697,1267459.3914,255.5565
964,207+702,2614009.738,1267458.0202,220.279,2614009.738,1267458.0202,255.5565
965,207+705,2614012.4062,1267456.6489,220.336,2614012.4062,1267456.6489,255.5757
966,207+708,2614015.0745,1267455.2776,220.393,2614015.0745,1267455.2776,255.5187
967,207+711,2614017.7428,1267453.9064,220.45,2614017.7428,1267453.9064,255.5345
968,207+714,2614020.411,1267452.5351,220.508,2614020.411,1267452.5351,255.6897
969,207+717,2614023.0793,1267451.1638,220.565,2614023.0793,1267451.1638,255.6897
970,207+720,2614025.7475,1267449.7925,220.622,2614025.7475,1267449.7925,256.2679
971,207+723,2614028.4158,1267448.4213,220.679,2614028.4158,1267448.4213,256.2679
972,207+726,2614031.0841,1267447.05,220.736,2614031.0841,1267447.05,256.424
973,207+729,2614033.7523,1267445.6787,220.793,2614033.7523,1267445.6787,256.424
974,207+732,2614036.4206,1267444.3075,220.85,2614036.4206,1267444.3075,256.5677
975,207+735,2614039.0889,1267442.9362,220.907,2614039.0889,1267442.9362,256.5677
976,207+738,2614041.7571,1267441.5649,220.964,2614041.7571,1267441.5649,256.6361
977,207+741,2614044.4254,1267440.1937,221.021,2614044.4254,1267440.1937,256.6361
978,207+744,2614047.0936,1267438.8224,221.079,2614047.0936,1267438.8224,257.0137
979,207+747,2614049.7619,1267437.4511,221.136,2614049.7619,1267437.4511,257.0137
980,207+750,2614052.4302,1267436.0799,221.193,2614052.4302,1267436.0799,256.7185
981,207+753,2614055.0984,1267434.7086,221.25,2614055.0984,1267434.7086,256.9169
982,207+756,2614057.7667,1267433.3373,221.307,2614057.7667,1267433.3373,256.9169
983,207+759,2614060.435,1267431.9661,221.364,2614060.435,1267431.9661,256.6966
984,207+762,2614063.1032,1267430.5948,221.421,2614063.1032,1267430.5948,256.6966
985,207+765,2614065.7715,1267429.2235,221.478,2614065.7715,1267429.2235,256.728
986,207+768,2614068.4397,1267427.8523,221.535,2614068.4397,1267427.8523,256.728
987,207+771,2614071.108,1267426.481,221.592,2614071.108,1267426.481,256.5789
988,207+774,2614073.7763,1267425.1097,221.65,2614073.7763,1267425.1097,256.5789
989,207+777,2614076.4445,1267423.7385,221.707,2614076.4445,1267423.7385,256.6684
990,207+780,2614079.1128,1267422.3672,221.764,2614079.1128,1267422.3672,256.6684
991,207+783,2614081.7811,1267420.9959,221.821,2614081.7811,1267420.9959,256.6024
992,207+786,2614084.4493,1267419.6247,221.878,2614084.4493,1267419.6247,256.7802
993,207+789,2614087.1176,1267418.2534,221.935,2614087.1176,1267418.2534,256.7374
994,207+792,2614089.7858,1267416.8821,221.992,2614089.7858,1267416.8821,256.7374
995,207+795,2614092.4541,1267415.5109,222.049,2614092.4541,1267415.5109,256.7192
996,207+798,2614095.1224,1267414.1396,222.106,2614095.1224,1267414.1396,256.7202
997,207+801,2614097.7906,1267412.7683,222.163,2614097.7906,1267412.7683,256.7202
998,207+804,2614100.4589,1267411.3971,222.221,2614100.4589,1267411.3971,256.6693
999,207+807,2614103.1272,1267410.0258,222.278,2614103.1272,1267410.0258,256.6693
1000,207+810,2614105.7954,1267408.6545,222.335,2614105.7954,1267408.6545,256.8108
1001,207+813,2614108.4637,1267407.2832,222.392,2614108.4637,1267407.2832,256.8108
1002,207+816,2614111.1319,1267405.912,222.449,2614111.1319,1267405.912,256.6548
1003,207+819,2614113.8002,1267404.5407,222.506,2614113.8002,1267404.5407,256.9778
1004,207+822,2614116.4685,1267403.1694,222.563,2614116.4685,1267403.1694,256.8406
1005,207+825,2614119.1367,1267401.7982,222.62,2614119.1367,1267401.7982,256.8406
1006,207+828,2614121.805,1267400.4269,222.677,2614121.805,1267400.4269,256.7974
1007,207+830.393,2614123.9338,1267399.3329,222.723,2614123.9338,1267399.3329,257.0512
1008,207+831,2614124.4733,1267399.0556,222.734,2614124.4733,1267399.0556,257.0512
1009,207+834,2614127.1415,1267397.6843,222.792,2614127.1415,1267397.6843,256.9684
1010,207+837,2614129.8096,1267396.3128,222.849,2614129.8096,1267396.3128,256.9684
1011,207+840,2614132.4776,1267394.941,222.906,,,
1012,207+843,2614135.1454,1267393.5687,222.963,2614135.1454,1267393.5687,257.0298
1013,207+846,2614137.8128,1267392.1958,223.02,2614137.8128,1267392.1958,257.0298
1014,207+849,2614140.4798,1267390.8221,223.077,2614140.4798,1267390.8221,256.9175
1015,207+852,2614143.1463,1267389.4474,223.134,2614143.1463,1267389.4474,257.0266
1016,207+855,2614145.8123,1267388.0717,223.191,2614145.8123,1267388.0717,256.8945
1017,207+858,2614148.4776,1267386.6947,223.248,2614148.4776,1267386.6947,256.8945
1018,207+861,2614151.1422,1267385.3164,223.305,2614151.1422,1267385.3164,257.1693
1019,207+864,2614153.806,1267383.9366,223.363,2614153.806,1267383.9366,256.8789
1020,207+867,2614156.469,1267382.555,223.42,2614156.469,1267382.555,256.773
1021,207+870,2614159.131,1267381.1716,223.477,2614159.131,1267381.1716,256.773
1022,207+873,2614161.792,1267379.7863,223.534,2614161.792,1267379.7863,256.8215
1023,207+876,2614164.4519,1267378.3988,223.591,2614164.4519,1267378.3988,256.8215
1024,207+879,2614167.1105,1267377.0091,223.648,2614167.1105,1267377.0091,256.7258
1025,207+882,2614169.768,1267375.6169,223.705,2614169.768,1267375.6169,256.7258
1026,207+885,2614172.424,1267374.2222,223.762,2614172.424,1267374.2222,257.14
1027,207+888,2614175.0787,1267372.8247,223.819,2614175.0787,1267372.8247,256.9556
1028,207+891,2614177.7318,1267371.4244,223.877,2614177.7318,1267371.4244,256.9556
1029,207+894,2614180.3833,1267370.0211,223.934,2614180.3833,1267370.0211,256.8105
1030,207+897,2614183.0332,1267368.6146,223.991,2614183.0332,1267368.6146,257.2441
1031,207+900,2614185.6813,1267367.2048,224.048,2614185.6813,1267367.2048,257.153
1032,207+903,2614188.3276,1267365.7915,224.105,2614188.3276,1267365.7915,257.153
1033,207+906,2614190.9719,1267364.3746,224.162,2614190.9719,1267364.3746,257.0451
1034,207+909,2614193.6142,1267362.954,224.219,,,
1035,207+912,2614196.2544,1267361.5295,224.276,2614196.2544,1267361.5295,257.1586
1036,207+915,2614198.8925,1267360.101,224.333,2614198.8925,1267360.101,257.1586
1037,207+918,2614201.5283,1267358.6683,224.39,2614201.5283,1267358.6683,257.1599
1038,207+921,2614204.1617,1267357.2312,224.448,2614204.1617,1267357.2312,257.1599
1039,207+924,2614206.7926,1267355.7897,224.505,2614206.7926,1267355.7897,257.0891
1040,207+927,2614209.4211,1267354.3436,224.562,2614209.4211,1267354.3436,256.9831
1041,207+930,2614212.0469,1267352.8927,224.619,2614212.0469,1267352.8927,256.9671
1042,207+933,2614214.67,1267351.4369,224.676,2614214.67,1267351.4369,256.9671
1043,207+936,2614217.2903,1267349.976,224.733,2614217.2903,1267349.976,256.9831
1044,207+939,2614219.9077,1267348.51,224.79,2614219.9077,1267348.51,256.9831
1045,207+942,2614222.5221,1267347.0386,224.847,2614222.5221,1267347.0386,257.0562
1046,207+945,2614225.1334,1267345.5618,224.904,2614225.1334,1267345.5618,257.0061
1047,207+948,2614227.7416,1267344.0794,224.961,2614227.7416,1267344.0794,257.0916
1048,207+951,2614230.3464,1267342.5912,225.019,2614230.3464,1267342.5912,257.1706
1049,207+954,2614232.9479,1267341.0971,225.076,2614232.9479,1267341.0971,257.1706
1050,207+957,2614235.5459,1267339.5971,225.133,2614235.5459,1267339.5971,257.248
1051,207+960,2614238.1404,1267338.0908,225.19,2614238.1404,1267338.0908,257.248
1052,207+963,2614240.7312,1267336.5782,225.247,2614240.7312,1267336.5782,257.2464
1053,207+966,2614243.3182,1267335.0593,225.304,2614243.3182,1267335.0593,257.2464
1054,207+969,2614245.9013,1267333.5337,225.361,2614245.9013,1267333.5337,257.2547
1055,207+972,2614248.4805,1267332.0014,225.418,2614248.4805,1267332.0014,257.2547
1056,207+975,2614251.0556,1267330.4623,225.475,2614251.0556,1267330.4623,257.2856
1057,207+978,2614253.6265,1267328.9162,225.532,2614253.6265,1267328.9162,257.2262
1058,207+981,2614256.1932,1267327.363,225.59,2614256.1932,1267327.363,257.2552
1059,207+984,2614258.7554,1267325.8026,225.647,2614258.7554,1267325.8026,257.2552
1060,207+987,2614261.3131,1267324.2348,225.704,2614261.3131,1267324.2348,257.1932
1061,207+987.256,2614261.5313,1267324.1005,225.709,2614261.5313,1267324.1005,257.1932
1062,207+990,2614263.866,1267322.6596,225.761,2614263.866,1267322.6596,257.1932
1063,207+993,2614266.4145,1267321.0768,225.818,2614266.4145,1267321.0768,257.2363
1064,207+996,2614268.9583,1267319.4865,225.875,2614268.9583,1267319.4865,257.2405
1065,207+999,2614271.4974,1267317.8887,225.932,2614271.4974,1267317.8887,257.3515
1066,208+002,2614274.0318,1267316.2835,225.989,2614274.0318,1267316.2835,257.3515
1067,208+005,2614276.5615,1267314.6708,226.046,2614276.5615,1267314.6708,257.299
1068,208+008,2614279.0864,1267313.0507,226.103,2614279.0864,1267313.0507,257.299
1069,208+011,2614281.6066,1267311.4232,226.161,2614281.6066,1267311.4232,257.286
1070,208+014,2614284.1219,1267309.7883,226.218,2614284.1219,1267309.7883,257.3375
1071,208+017,2614286.6325,1267308.146,226.275,2614286.6325,1267308.146,257.3177
1072,208+020,2614289.1382,1267306.4963,226.332,2614289.1382,1267306.4963,257.3177
1073,208+023,2614291.639,1267304.8392,226.389,2614291.639,1267304.8392,257.6941
1074,208+026,2614294.1349,1267303.1748,226.446,2614294.1349,1267303.1748,257.6941
1075,208+029,2614296.626,1267301.503,226.503,2614296.626,1267301.503,257.7745
1076,208+032,2614299.1121,1267299.824,226.56,2614299.1121,1267299.824,257.7699
1077,208+035,2614301.5932,1267298.1376,226.617,2614301.5932,1267298.1376,257.7888
1078,208+035.134,2614301.7036,1267298.0624,226.62,2614301.7036,1267298.0624,257.7888
1079,208+038,2614304.0694,1267296.444,226.675,,,
1080,208+041,2614306.5406,1267294.743,226.734,2614306.5406,1267294.743,257.6482
1081,208+044,2614309.0068,1267293.0348,226.794,2614309.0068,1267293.0348,257.6482
1082,208+047,2614311.468,1267291.3194,226.855,,,
1083,208+050,2614313.924,1267289.5967,226.918,2614313.924,1267289.5967,256.8351
1084,208+053,2614316.3751,1267287.8668,226.981,2614316.3751,1267287.8668,256.4943
1085,208+056,2614318.821,1267286.1297,227.046,2614318.821,1267286.1297,256.4943
1086,208+059,2614321.2618,1267284.3855,227.112,2614321.2618,1267284.3855,257.9139
1087,208+062,2614323.6974,1267282.634,227.18,2614323.6974,1267282.634,257.9139
1088,208+065,2614326.1279,1267280.8754,227.248,2614326.1279,1267280.8754,257.74
1089,208+068,2614328.5532,1267279.1097,227.318,2614328.5532,1267279.1097,257.8312
1090,208+071,2614330.9734,1267277.3368,227.389,2614330.9734,1267277.3368,257.8374
1091,208+074,2614333.3882,1267275.5568,227.461,2614333.3882,1267275.5568,257.8374
1092,208+077,2614335.7979,1267273.7697,227.534,2614335.7979,1267273.7697,257.5688
1093,208+080,2614338.2023,1267271.9756,227.608,2614338.2023,1267271.9756,257.5688
1094,208+083,2614340.6013,1267270.1744,227.684,2614340.6013,1267270.1744,257.5862
1095,208+086,2614342.9951,1267268.3661,227.761,2614342.9951,1267268.3661,257.57
1096,208+089,2614345.3836,1267266.5508,227.839,2614345.3836,1267266.5508,257.5398
1097,208+092,2614347.7667,1267264.7285,227.918,2614347.7667,1267264.7285,257.8143
1098,208+095,2614350.1444,1267262.8992,227.999,2614350.1444,1267262.8992,257.7349
1099,208+098,2614352.5167,1267261.0629,228.08,2614352.5167,1267261.0629,257.7349
1100,208+101,2614354.8837,1267259.2196,228.163,2614354.8837,1267259.2196,258.1251
1101,208+104,2614357.2451,1267257.3694,228.247,2614357.2451,1267257.3694,258.2046
1102,208+107,2614359.6012,1267255.5122,228.333,2614359.6012,1267255.5122,258.2046
1103,208+110,2614361.9518,1267253.6481,228.419,2614361.9518,1267253.6481,258.213
1104,208+113,2614364.2968,1267251.7771,228.507,2614364.2968,1267251.7771,258.213
1105,208+116,2614366.6364,1267249.8993,228.596,2614366.6364,1267249.8993,258.375
1106,208+119,2614368.9704,1267248.0145,228.686,2614368.9704,1267248.0145,258.375
1107,208+122,2614371.2989,1267246.1229,228.777,2614371.2989,1267246.1229,258.0749
1108,208+125,2614373.6218,1267244.2244,228.87,2614373.6218,1267244.2244,257.9924
1109,208+128,2614375.9391,1267242.3192,228.963,2614375.9391,1267242.3192,258.0803
1110,208+131,2614378.2508,1267240.4071,229.058,2614378.2508,1267240.4071,258.0803
1111,208+134,2614380.5569,1267238.4882,229.154,2614380.5569,1267238.4882,258.4178
1112,208+137,2614382.8573,1267236.5626,229.252,2614382.8573,1267236.5626,258.4178
1113,208+140,2614385.152,1267234.6302,229.35,2614385.152,1267234.6302,258.3511
1114,208+143,2614387.4411,1267232.691,229.45,,,
1115,208+146,2614389.7244,1267230.7452,229.551,2614389.7244,1267230.7452,258.3511
1116,208+149,2614392.002,1267228.7926,229.653,2614392.002,1267228.7926,258.2221
1117,208+152,2614394.2738,1267226.8333,229.756,2614394.2738,1267226.8333,258.2221
1118,208+155,2614396.5399,1267224.8674,229.861,2614396.5399,1267224.8674,258.3782
1119,208+158,2614398.8002,1267222.8948,229.966,2614398.8002,1267222.8948,258.3782
1120,208+161,2614401.0547,1267220.9156,230.073,2614401.0547,1267220.9156,258.4035
1121,208+164,2614403.3033,1267218.9297,230.181,2614403.3033,1267218.9297,258.1891
1122,208+167,2614405.5461,1267216.9372,230.291,2614405.5461,1267216.9372,257.5744
1123,208+170,2614407.783,1267214.9382,230.401,,,
1124,208+173,2614410.014,1267212.9326,230.513,2614410.014,1267212.9326,259.2811
1125,208+176,2614412.2391,1267210.9204,230.626,2614412.2391,1267210.9204,259.2811
1126,208+179,2614414.4583,1267208.9017,230.74,2614414.4583,1267208.9017,259.3201
1127,208+182,2614416.6716,1267206.8765,230.855,2614416.6716,1267206.8765,259.2995
1128,208+185,2614418.8789,1267204.8447,230.972,2614418.8789,1267204.8447,259.2667
1129,208+188,2614421.0801,1267202.8065,231.09,2614421.0801,1267202.8065,259.2884
1130,208+191,2614423.2754,1267200.7618,231.209,2614423.2754,1267200.7618,259.2884
1131,208+194,2614425.4647,1267198.7107,231.329,2614425.4647,1267198.7107,259.3179
1132,208+197,2614427.6479,1267196.6532,231.45,2614427.6479,1267196.6532,259.3179
1133,208+200,2614429.8251,1267194.5892,231.573,2614429.8251,1267194.5892,259.3487
1134,208+203,2614431.9962,1267192.5188,231.696,2614431.9962,1267192.5188,259.3136
1135,208+206,2614434.1612,1267190.4421,231.821,2614434.1612,1267190.4421,259.3136
1136,208+209,2614436.32,1267188.359,231.948,,,
1137,208+212,2614438.4727,1267186.2696,232.075,2614438.4727,1267186.2696,259.3865
1138,208+215,2614440.6193,1267184.1738,232.203,2614440.6193,1267184.1738,259.386
1139,208+218,2614442.7597,1267182.0717,232.333,2614442.7597,1267182.0717,259.386
1140,208+221,2614444.8939,1267179.9634,232.464,2614444.8939,1267179.9634,259.3084
1141,208+224,2614447.0219,1267177.8488,232.596,2614447.0219,1267177.8488,259.3463
1142,208+227,2614449.1437,1267175.7279,232.73,2614449.1437,1267175.7279,259.3463
1143,208+230,2614451.2592,1267173.6008,232.864,2614451.2592,1267173.6008,259.3482
1144,208+233,2614453.3685,1267171.4675,233.0,2614453.3685,1267171.4675,259.3482
1145,208+236,2614455.4715,1267169.328,233.137,2614455.4715,1267169.328,258.6278
1146,208+239,2614457.5681,1267167.1823,233.275,2614457.5681,1267167.1823,258.6278
1147,208+242,2614459.6585,1267165.0305,233.414,2614459.6585,1267165.0305,258.6278
1148,208+245,2614461.7425,1267162.8725,233.555,2614461.7425,1267162.8725,258.6938
1149,208+248,2614463.8202,1267160.7084,233.697,2614463.8202,1267160.7084,258.6938
1150,208+251,2614465.8914,1267158.5382,233.84,2614465.8914,1267158.5382,258.7493
1151,208+254,2614467.9563,1267156.3619,233.984,2614467.9563,1267156.3619,258.7493
1152,208+257,2614470.0148,1267154.1795,234.129,2614470.0148,1267154.1795,259.2386
1153,208+260,2614472.0669,1267151.9912,234.276,2614472.0669,1267151.9912,259.2386
1154,208+263,2614474.1125,1267149.7967,234.424,2614474.1125,1267149.7967,259.1135
1155,208+266,2614476.1516,1267147.5963,234.573,2614476.1516,1267147.5963,259.2693
1156,208+267.358,2614477.0723,1267146.5986,234.64,2614477.0723,1267146.5986,259.2693
1157,208+269,2614478.1843,1267145.3899,234.723,2614478.1843,1267145.3899,259.2693
1158,208+272,2614480.2105,1267143.1775,234.873,2614480.2105,1267143.1775,260.2161
1159,208+275,2614482.2301,1267140.9592,235.023,2614482.2301,1267140.9592,260.2161
1160,208+278,2614484.2432,1267138.7349,235.173,2614484.2432,1267138.7349,260.1974
1161,208+281,2614486.2498,1267136.5047,235.323,2614486.2498,1267136.5047,260.3837
1162,208+284,2614488.2498,1267134.2687,235.473,2614488.2498,1267134.2687,260.4258
1163,208+287,2614490.2432,1267132.0267,235.623,2614490.2432,1267132.0267,260.4359
1164,208+287.976,2614490.8901,1267131.2964,235.672,2614490.8901,1267131.2964,260.4359
1165,208+290,2614492.23,1267129.7789,235.774,2614492.23,1267129.7789,260.5203
1166,208+293,2614494.2101,1267127.5252,235.924,2614494.2101,1267127.5252,260.5203
1167,208+296,2614496.1833,1267125.2654,236.074,2614496.1833,1267125.2654,260.4877
1168,208+299,2614498.1493,1267122.9995,236.224,2614498.1493,1267122.9995,260.5478
1169,208+302,2614500.1081,1267120.7272,236.374,2614500.1081,1267120.7272,260.5512
1170,208+305,2614502.0594,1267118.4485,236.524,2614502.0594,1267118.4485,260.5782
1171,208+308,2614504.003,1267116.1633,236.674,2614504.003,1267116.1633,260.5782
1172,208+311,2614505.9388,1267113.8714,236.824,2614505.9388,1267113.8714,260.6042
1173,208+314,2614507.8665,1267111.5727,236.975,2614507.8665,1267111.5727,260.6042
1174,208+317,2614509.786,1267109.2672,237.125,2614509.786,1267109.2672,260.6147
1175,208+319.113,2614511.1324,1267107.6398,237.23,2614511.1324,1267107.6398,260.6504
1176,208+320,2614511.6968,1267106.955,237.275,2614511.6968,1267106.955,260.6504
1177,208+320.628,2614512.0958,1267106.47,237.306,2614512.0958,1267106.47,260.6504
1178,208+323,2614513.5993,1267104.6354,237.425,2614513.5993,1267104.6354,260.6579
1179,208+326,2614515.4932,1267102.3088,237.573,2614515.4932,1267102.3088,260.7031
1180,208+329,2614517.3785,1267099.9751,237.721,2614517.3785,1267099.9751,260.7306
1181,208+332,2614519.2551,1267097.6346,237.867,2614519.2551,1267097.6346,260.7306
1182,208+335,2614521.123,1267095.287,238.012,2614521.123,1267095.287,260.7901
1183,208+338,2614522.9822,1267092.9326,238.155,2614522.9822,1267092.9326,260.7957
1184,208+341,2614524.8327,1267090.5713,238.298,2614524.8327,1267090.5713,260.7957
1185,208+344,2614526.6745,1267088.2032,238.439,2614526.6745,1267088.2032,260.7473
1186,208+347,2614528.5074,1267085.8283,238.579,2614528.5074,1267085.8283,260.7473
1187,208+350,2614530.3315,1267083.4466,238.718,2614530.3315,1267083.4466,260.692
1188,208+353,2614532.1468,1267081.0581,238.856,2614532.1468,1267081.0581,260.692
1189,208+356,2614533.9533,1267078.663,238.993,2614533.9533,1267078.663,260.7218
1190,208+359,2614535.7508,1267076.2611,239.128,2614535.7508,1267076.2611,260.6982
1191,208+362,2614537.5395,1267073.8527,239.262,2614537.5395,1267073.8527,260.6754
1192,208+365,2614539.3192,1267071.4376,239.395,2614539.3192,1267071.4376,260.6754
1193,208+368,2614541.09,1267069.0159,239.527,2614541.09,1267069.0159,260.6188
1194,208+371,2614542.8518,1267066.5878,239.657,2614542.8518,1267066.5878,260.6188
1195,208+374,2614544.6045,1267064.1531,239.787,2614544.6045,1267064.1531,260.4513
1196,208+377,2614546.3483,1267061.7119,239.915,2614546.3483,1267061.7119,260.4983
1197,208+380,2614548.083,1267059.2643,240.042,2614548.083,1267059.2643,260.4257
1198,208+383,2614549.8086,1267056.8102,240.167,2614549.8086,1267056.8102,260.4257
1199,208+386,2614551.5251,1267054.3498,240.292,2614551.5251,1267054.3498,260.3344
1200,208+389,2614553.2325,1267051.8831,240.415,2614553.2325,1267051.8831,260.3344
1201,208+392,2614554.9307,1267049.4101,240.537,2614554.9307,1267049.4101,259.7194
1202,208+395,2614556.6198,1267046.9307,240.658,2614556.6198,1267046.9307,260.1685
1203,208+398,2614558.2997,1267044.4452,240.778,2614558.2997,1267044.4452,259.342
1204,208+401,2614559.9704,1267041.9534,240.896,2614559.9704,1267041.9534,259.342
1205,208+404,2614561.6318,1267039.4555,241.014,2614561.6318,1267039.4555,259.3613
1206,208+407,2614563.2839,1267036.9514,241.13,2614563.2839,1267036.9514,259.3613
1207,208+410,2614564.9268,1267034.4412,241.245,2614564.9268,1267034.4412,259.0941
1208,208+413,2614566.5604,1267031.925,241.358,2614566.5604,1267031.925,259.2183
1209,208+416,2614568.1846,1267029.4027,241.471,2614568.1846,1267029.4027,259.0897
1210,208+419,2614569.7995,1267026.8745,241.582,2614569.7995,1267026.8745,259.0897
1211,208+422,2614571.405,1267024.3402,241.692,2614571.405,1267024.3402,259.0959
1212,208+425,2614573.0011,1267021.8001,241.801,2614573.0011,1267021.8001,259.0959
1213,208+428,2614574.5878,1267019.254,241.909,2614574.5878,1267019.254,259.1079
1214,208+431,2614576.165,1267016.7021,242.015,2614576.165,1267016.7021,259.1125
1215,208+434,2614577.7328,1267014.1443,242.12,2614577.7328,1267014.1443,259.099
1216,208+437,2614579.2911,1267011.5808,242.224,2614579.2911,1267011.5808,259.099
1217,208+440,2614580.8399,1267009.0115,242.327,2614580.8399,1267009.0115,259.0851
1218,208+443,2614582.3792,1267006.4365,242.429,2614582.3792,1267006.4365,259.0851
1219,208+446,2614583.9089,1267003.8558,242.529,2614583.9089,1267003.8558,259.0778
1220,208+449,2614585.4291,1267001.2695,242.629,2614585.4291,1267001.2695,259.1636
1221,208+452,2614586.9396,1266998.6776,242.727,2614586.9396,1266998.6776,259.0763
1222,208+455,2614588.4406,1266996.08,242.823,2614588.4406,1266996.08,259.0763
1223,208+458,2614589.9319,1266993.477,242.919,2614589.9319,1266993.477,259.0995
1224,208+461,2614591.4136,1266990.8684,243.013,2614591.4136,1266990.8684,259.7667
1225,208+464,2614592.8856,1266988.2544,243.107,2614592.8856,1266988.2544,259.9101
1226,208+467,2614594.3479,1266985.6349,243.199,2614594.3479,1266985.6349,259.9101
1227,208+470,2614595.8005,1266983.01,243.29,2614595.8005,1266983.01,260.4462
1228,208+473,2614597.2434,1266980.3798,243.379,2614597.2434,1266980.3798,260.4462
1229,208+476,2614598.6765,1266977.7442,243.468,2614598.6765,1266977.7442,260.466
1230,208+479,2614600.0998,1266975.1034,243.555,2614600.0998,1266975.1034,260.5054
1231,208+482,2614601.5134,1266972.4573,243.641,2614601.5134,1266972.4573,260.5313
1232,208+485,2614602.9171,1266969.806,243.726,,,
1233,208+488,2614604.311,1266967.1495,243.809,,,
1234,208+491,2614605.6951,1266964.4878,243.891,2614605.6951,1266964.4878,260.5309
1235,208+494,2614607.0693,1266961.8211,243.973,2614607.0693,1266961.8211,260.5309
1236,208+497,2614608.4336,1266959.1492,244.053,2614608.4336,1266959.1492,260.5337
1237,208+500,2614609.788,1266956.4724,244.131,2614609.788,1266956.4724,260.5337
1238,208+503,2614611.1325,1266953.7905,244.209,2614611.1325,1266953.7905,260.5053
1239,208+506,2614612.467,1266951.1037,244.285,,,
1240,208+509,2614613.7916,1266948.412,244.361,2614613.7916,1266948.412,260.5482
1241,208+512,2614615.1062,1266945.7153,244.435,2614615.1062,1266945.7153,260.5316
1242,208+515,2614616.4108,1266943.0139,244.507,2614616.4108,1266943.0139,260.4385
1243,208+518,2614617.7054,1266940.3076,244.579,2614617.7054,1266940.3076,260.4385
1244,208+521,2614618.99,1266937.5965,244.649,2614618.99,1266937.5965,260.4995
1245,208+524,2614620.2645,1266934.8807,244.718,2614620.2645,1266934.8807,260.5491
1246,208+527,2614621.5289,1266932.1602,244.786,2614621.5289,1266932.1602,260.5491
1247,208+530,2614622.7833,1266929.435,244.853,2614622.7833,1266929.435,260.4779
1248,208+533,2614624.0275,1266926.7052,244.919,2614624.0275,1266926.7052,260.4779
1249,208+536,2614625.2617,1266923.9708,244.983,2614625.2617,1266923.9708,260.4048
1250,208+539,2614626.4857,1266921.2319,245.046,2614626.4857,1266921.2319,260.4048
1251,208+542,2614627.6995,1266918.4884,245.108,2614627.6995,1266918.4884,260.318
1252,208+545,2614628.9032,1266915.7405,245.169,2614628.9032,1266915.7405,260.318
1253,208+545.352,2614629.0438,1266915.4178,245.176,2614629.0438,1266915.4178,260.318
1254,208+548,2614630.0967,1266912.9881,245.229,2614630.0967,1266912.9881,260.5764
1255,208+551,2614631.28,1266910.2313,245.289,2614631.28,1266910.2313,260.5764
1256,208+554,2614632.4531,1266907.4702,245.349,2614632.4531,1266907.4702,260.8605
1257,208+557,2614633.6159,1266904.7047,245.409,2614633.6159,1266904.7047,260.7418
