,Station,Easting,Northing,Elevation,Alignment_Station_real
3015,209+286,2614637.366,1266189.736,269.446,209286.0
3017,209+289,2614636.479,1266186.87,269.451,209289.0
3019,209+292,2614635.587,1266184.005,269.456,209292.0
3021,209+295,2614634.689,1266181.143,269.46,209295.0
3023,209+298,2614633.787,1266178.282,269.464,209298.0
3025,209+301,2614632.879,1266175.422,269.468,209301.0
3027,209+304,2614631.967,1266172.564,269.471,209304.0
3029,209+307,2614631.05,1266169.708,269.474,209307.0
3031,209+310,2614630.128,1266166.853,269.477,209310.0
3033,209+313,2614629.202,1266164.0,269.479,209313.0
3035,209+316,2614628.272,1266161.147,269.481,209316.0
3037,209+319,2614627.338,1266158.296,269.482,209319.0
3039,209+322,2614626.4,1266155.447,269.483,209322.0
3041,209+325,2614625.458,1266152.599,269.483,209325.0
3043,209+328,2614624.512,1266149.752,269.483,209328.0
3045,209+331,2614623.562,1266146.906,269.483,209331.0
3047,209+334,2614622.609,1266144.061,269.482,209334.0
3049,209+337,2614621.653,1266141.218,269.481,209337.0
3051,209+340,2614620.694,1266138.375,269.48,209340.0
3053,209+343,2614619.732,1266135.534,269.478,209343.0
3055,209+346,2614618.767,1266132.693,269.475,209346.0
3057,209+349,2614617.799,1266129.854,269.473,209349.0
3059,209+352,2614616.828,1266127.015,269.469,209352.0
3061,209+355,2614615.856,1266124.177,269.466,209355.0
3063,209+358,2614614.88,1266121.34,269.462,209358.0
3065,209+361,2614613.903,1266118.504,269.458,209361.0
3067,209+364,2614612.924,1266115.668,269.453,209364.0
3069,209+367,2614611.942,1266112.833,269.448,209367.0
3071,209+370,2614610.959,1266109.999,269.442,209370.0
3073,209+373,2614609.974,1266107.165,269.436,209373.0
3075,209+376,2614608.988,1266104.332,269.43,209376.0
3077,209+379,2614608.001,1266101.499,269.423,209379.0
3079,209+382,2614607.012,1266098.666,269.416,209382.0
3081,209+385,2614606.022,1266095.834,269.408,209385.0
3083,209+388,2614605.032,1266093.003,269.4,209388.0
3085,209+391,2614604.04,1266090.171,269.392,209391.0
3087,209+394,2614603.048,1266087.34,269.383,209394.0
3089,209+397,2614602.055,1266084.509,269.374,209397.0
3091,209+400,2614601.062,1266081.678,269.364,209400.0
3093,209+403,2614600.069,1266078.848,269.354,209403.0
3095,209+405.359,2614599.288,1266076.622,269.346,209405.359
3097,209+406,2614599.075,1266076.017,269.344,209406.0
3099,209+409,2614598.082,1266073.186,269.333,209409.0
3101,209+409.595,2614597.885,1266072.624,269.331,209409.595
3103,209+412,2614597.088,1266070.355,269.322,209412.0
3105,209+415,2614596.095,1266067.525,269.31,209415.0
3107,209+418,2614595.102,1266064.694,269.298,209418.0
3109,209+421,2614594.108,1266061.863,269.286,209421.0
3111,209+424,2614593.115,1266059.032,269.273,209424.0
3113,209+427,2614592.121,1266056.202,269.26,209427.0
3115,209+430,2614591.128,1266053.371,269.246,209430.0
3117,209+433,2614590.134,1266050.54,269.232,209433.0
3119,209+436,2614589.141,1266047.709,269.218,209436.0
3121,209+439,2614588.148,1266044.879,269.203,209439.0
3123,209+442,2614587.154,1266042.048,269.188,209442.0
3125,209+445,2614586.161,1266039.217,269.172,209445.0
3127,209+448,2614585.167,1266036.386,269.156,209448.0
3129,209+451,2614584.174,1266033.556,269.14,209451.0
3131,209+454,2614583.18,1266030.725,269.123,209454.0
3133,209+457,2614582.187,1266027.894,269.106,209457.0
3135,209+460,2614581.193,1266025.064,269.088,209460.0
3137,209+463,2614580.2,1266022.233,269.07,209463.0
3139,209+466,2614579.207,1266019.402,269.051,209466.0
3141,209+469,2614578.213,1266016.571,269.033,209469.0
3143,209+472,2614577.22,1266013.741,269.013,209472.0
3145,209+475,2614576.226,1266010.91,268.994,209475.0
3147,209+478,2614575.233,1266008.079,268.974,209478.0
3149,209+481,2614574.239,1266005.248,268.953,209481.0
3151,209+484,2614573.246,1266002.418,268.932,209484.0
3153,209+487,2614572.252,1265999.587,268.911,209487.0
3155,209+490,2614571.259,1265996.756,268.889,209490.0
3157,209+493,2614570.266,1265993.925,268.867,209493.0
3159,209+496,2614569.272,1265991.095,268.845,209496.0
3161,209+499,2614568.279,1265988.264,268.822,209499.0
3163,209+502,2614567.285,1265985.433,268.798,209502.0
3165,209+505,2614566.292,1265982.602,268.775,209505.0
3167,209+508,2614565.298,1265979.772,268.751,209508.0
3169,209+511,2614564.305,1265976.941,268.726,209511.0
3171,209+514,2614563.312,1265974.11,268.701,209514.0
3173,209+517,2614562.318,1265971.28,268.676,209517.0
3175,209+520,2614561.325,1265968.449,268.65,209520.0
3177,209+523,2614560.331,1265965.618,268.624,209523.0
3179,209+526,2614559.338,1265962.787,268.598,209526.0
3181,209+528.128,2614558.633,1265960.779,268.579,209528.128
0,205+490,2612478.302,1268942.806,248.992,205490.0
1,205+520,2612493.203,1268916.768,247.491,205520.0
